date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,qualifier,is_synthetic
2015-07-18,Trinidad and Tobago,Mexico,1,3,Pan American Games,Hamilton,Canada,True,0,False
2015-07-18,Argentina,Colombia,0,2,Pan American Games,Hamilton,Canada,True,0,False
2015-07-19,Ivory Coast,Zimbabwe,3,0,CAF Olympic Qualifying Tournament,Abidjan,Ivory Coast,False,1,False
2015-07-19,Canada,Brazil,0,2,Pan American Games,Hamilton,Canada,False,0,False
2015-07-19,Ecuador,Costa Rica,2,0,Pan American Games,Hamilton,Canada,True,0,False
2015-07-22,Canada,Colombia,0,1,Pan American Games,Hamilton,Canada,False,0,False
2015-07-22,Brazil,Mexico,4,2,Pan American Games,Hamilton,Canada,True,0,False
2015-07-23,Romania,Singapore,4,0,AFC Asian Cup qualification,Michaelchester,El Salvador,True,0,True
2015-07-23,France,U.S. Virgin Islands,3,2,Friendly,East Mark,Germany,False,1,True
2015-07-23,Bulgaria,North Korea,2,0,UEFA Euro qualification,Hunterfort,New Zealand,False,1,True
2015-07-24,Canada,Mexico,1,2,Pan American Games,Hamilton,Canada,False,0,False
2015-07-25,Brazil,Colombia,4,0,Pan American Games,Hamilton,Canada,True,0,False
2015-07-27,Senegal,U.S. Virgin Islands,1,0,FIFA World Cup qualification,Joeltown,Algeria,False,1,True
2015-07-31,Maldives,Mayotte,1,1,Indian Ocean Island Games,Le Port,Réunion,True,0,False
2015-07-31,Madagascar,Mauritius,5,0,Indian Ocean Island Games,Saint-Denis,Réunion,True,0,False
2015-08-01,Ghana,Cameroon,2,2,CAF Olympic Qualifying Tournament,Accra,Ghana,False,1,False
2015-08-01,China PR,South Korea,0,1,EAFF E-1 Championship,Wuhan,China PR,False,0,False
2015-08-01,North Korea,Japan,4,2,EAFF E-1 Championship,Wuhan,China PR,True,0,False
2015-08-02,Equatorial Guinea,Nigeria,2,1,CAF Olympic Qualifying Tournament,Bata,Equatorial Guinea,False,1,False
2015-08-02,Kenya,South Africa,0,1,CAF Olympic Qualifying Tournament,Machakos,Kenya,False,1,False
2015-08-02,Réunion,Madagascar,2,2,Indian Ocean Island Games,Saint-Denis,Réunion,False,0,False
2015-08-02,Seychelles,Maldives,4,1,Indian Ocean Island Games,Le Port,Réunion,True,0,False
2015-08-02,Guinea-Bissau,Italy,7,0,CONCACAF Gold Cup qualification,Jayborough,Morocco,True,0,True
2015-08-02,Armenia,Colombia,1,0,UEFA Euro qualification,Juanland,Samoa,False,0,True
2015-08-04,Japan,South Korea,1,2,EAFF E-1 Championship,Wuhan,China PR,True,0,False
2015-08-04,China PR,North Korea,2,3,EAFF E-1 Championship,Wuhan,China PR,False,0,False
2015-08-04,Serbia,Northern Ireland,3,1,UNIFFAC Cup,New Loriville,India,False,0,True
2015-08-04,Seychelles,Mayotte,1,2,Indian Ocean Island Games,Le Port,Réunion,True,0,False
2015-08-04,Réunion,Mauritius,3,1,Indian Ocean Island Games,Saint-Denis,Réunion,False,0,False
2015-08-05,Denmark,Slovenia,7,2,UNIFFAC Cup,Jeffreyside,Romania,False,0,True
2015-08-06,Madagascar,Seychelles,8,2,Indian Ocean Island Games,Le Port,Réunion,True,0,False
2015-08-06,Réunion,Mayotte,3,1,Indian Ocean Island Games,Saint-Denis,Réunion,False,0,False
2015-08-07,Mayotte,Seychelles,2,1,Indian Ocean Island Games,Le Port,Réunion,True,0,False
2015-08-07,Israel,Chile,8,1,UEFA Euro qualification,North Donald,Portugal,True,0,True
2015-08-08,Réunion,Madagascar,3,1,Indian Ocean Island Games,Saint-Denis,Réunion,False,0,False
2015-08-08,South Korea,North Korea,0,2,EAFF E-1 Championship,Wuhan,China PR,True,0,False
2015-08-08,China PR,Japan,0,2,EAFF E-1 Championship,Wuhan,China PR,False,0,False
2015-08-09,Estonia,Antigua and Barbuda,0,0,UEFA Nations League,East Matthewview,France,False,0,True
2015-08-12,Bulgaria,Mozambique,2,2,Asian Games,Port David,Australia,True,1,True
2015-08-14,Timor-Leste,North Korea,0,1,AFC Olympic Qualifying Tournament,Nicholasview,Japan,False,0,True
2015-08-16,United States,Costa Rica,8,0,Friendly,Pittsburgh,United States,False,0,False
2015-08-17,Burkina Faso,Cyprus,6,0,UNIFFAC Cup,Mossbury,Bahamas,False,0,True
2015-08-17,Greece,U.S. Virgin Islands,2,0,AFF Women's Cup,Jenniferchester,Rwanda,False,1,True
2015-08-18,New Zealand,Gambia,1,0,Arab Cup,Castillomouth,Indonesia,False,0,True
2015-08-18,Sweden,Iran,0,1,FIFA World Cup,Port Marisa,Georgia,False,0,True
2015-08-18,England,Moldova,0,0,UNIFFAC Cup,Newmanbury,Qatar,False,1,True
2015-08-19,Uruguay,Thailand,3,2,Southeast Asian Games,Kingchester,France,False,0,True
2015-08-20,United States,Costa Rica,7,2,Friendly,Chattanooga,United States,False,0,False
2015-08-20,Djibouti,Kyrgyzstan,2,0,AFF Championship,Hernandezmouth,Honduras,False,1,True
2015-08-21,Dominican Republic,Dominica,11,0,CONCACAF Olympic Qualifying Tournament qualification,San Cristóbal,Dominican Republic,False,1,False
2015-08-21,Saint Kitts and Nevis,Guyana,0,8,CONCACAF Olympic Qualifying Tournament qualification,San Cristóbal,Dominican Republic,True,1,False
2015-08-21,Aruba,Haiti,0,14,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,True,1,False
2015-08-21,Puerto Rico,Grenada,12,0,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,False,1,False
2015-08-23,Estonia,Palestine,1,0,Central American and Caribbean Games,Montoyaton,Hong Kong,False,0,True
2015-08-23,Dominican Republic,Jamaica,0,6,CONCACAF Olympic Qualifying Tournament qualification,San Cristóbal,Dominican Republic,False,1,False
2015-08-23,Puerto Rico,Aruba,9,0,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,False,1,False
2015-08-23,Guyana,Cuba,1,1,CONCACAF Olympic Qualifying Tournament qualification,San Cristóbal,Dominican Republic,True,1,False
2015-08-23,Haiti,Grenada,13,0,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,True,1,False
2015-08-24,Timor-Leste,Papua New Guinea,20,0,UEFA Euro qualification,Fostermouth,Philippines,False,0,True
2015-08-24,Djibouti,Luxembourg,2,11,Tournoi de France,Port Sarahfort,South Africa,False,0,True
2015-08-25,Puerto Rico,Haiti,3,2,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,False,1,False
2015-08-25,Dominica,Jamaica,0,12,CONCACAF Olympic Qualifying Tournament qualification,San Cristóbal,Dominican Republic,True,1,False
2015-08-25,Saint Kitts and Nevis,Cuba,0,6,CONCACAF Olympic Qualifying Tournament qualification,San Cristóbal,Dominican Republic,True,1,False
2015-08-25,Grenada,Aruba,2,0,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,True,1,False
2015-08-26,Sri Lanka,Belgium,10,0,African Cup of Nations qualification,Mcdanielport,Bulgaria,False,0,True
2015-08-28,Estonia,Latvia,1,0,Baltic Cup,Tallinn,Estonia,False,0,False
2015-08-29,Lithuania,Latvia,3,0,Baltic Cup,Tallinn,Estonia,True,0,False
2015-08-29,Colombia,Germany,2,2,FIFA World Cup,South Joy,Wales,False,0,True
2015-08-29,Kazakhstan,Germany,0,1,WAFF Championship,New Paultown,Jamaica,False,0,True
2015-08-30,Estonia,Lithuania,1,1,Baltic Cup,Tallinn,Estonia,False,0,False
2015-09-01,Djibouti,Costa Rica,3,2,COSAFA Championship,South Timothy,Sierra Leone,False,0,True
2015-09-02,Denmark,Italy,1,0,EAFF E-1 Championship,New Susanborough,France,False,0,True
2015-09-03,Djibouti,Laos,10,0,Friendly,New Jeremychester,Egypt,False,1,True
2015-09-05,Denmark,U.S. Virgin Islands,1,1,CAF Olympic Qualifying Tournament,South Joeville,New Zealand,False,0,True
2015-09-05,Cyprus,Zambia,2,0,Caribbean Queen's Friendly Tournament,New Kyle,Sweden,False,1,True
2015-09-06,Congo,Nigeria,1,5,African Games,Brazzaville,Congo,False,0,False
2015-09-06,Tanzania,Ivory Coast,0,1,African Games,Brazzaville,Congo,True,0,False
2015-09-07,Cameroon,South Africa,1,1,African Games,Brazzaville,Congo,True,0,False
2015-09-07,Hungary,Luxembourg,0,0,UNIFFAC Cup,North Wendyborough,Morocco,False,1,True
2015-09-09,Congo,Ivory Coast,0,1,African Games,Brazzaville,Congo,False,0,False
2015-09-09,Nigeria,Tanzania,3,0,African Games,Brazzaville,Congo,True,0,False
2015-09-10,South Africa,Ghana,0,0,African Games,Brazzaville,Congo,True,0,False
2015-09-12,Nigeria,Ivory Coast,1,2,African Games,Brazzaville,Congo,True,0,False
2015-09-12,Congo,Tanzania,1,1,African Games,Brazzaville,Congo,False,0,False
2015-09-13,Djibouti,France,0,0,Copa América,East Kristie,South Africa,False,0,True
2015-09-13,Cameroon,Ghana,1,1,African Games,Brazzaville,Congo,True,0,False
2015-09-14,Myanmar,Jordan,2,0,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,False,1,False
2015-09-14,Taiwan,Vietnam,1,0,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,True,1,False
2015-09-15,Cameroon,Nigeria,2,1,African Games,Brazzaville,Congo,True,0,False
2015-09-15,Ivory Coast,Ghana,0,1,African Games,Brazzaville,Congo,True,0,False
2015-09-16,Myanmar,Thailand,1,2,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,False,1,False
2015-09-16,Jordan,Taiwan,0,3,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,True,1,False
2015-09-17,Kosovo,Taiwan,1,1,SAFF Women's Friendly Tournament,Lindseyville,Netherlands,True,1,True
2015-09-17,El Salvador,Serbia,0,0,Tournament of Nations,Caldwellside,Guyana,False,0,True
2015-09-17,Turkey,Croatia,1,4,UEFA Euro qualification,Erzurum,Turkey,False,1,False
2015-09-17,Finland,Montenegro,1,0,UEFA Euro qualification,Turku,Finland,False,1,False
2015-09-17,Moldova,Sweden,0,3,UEFA Euro qualification,Orhei,Moldova,False,1,False
2015-09-17,Estonia,Serbia,0,1,UEFA Euro qualification,Tartu,Estonia,False,1,False
2015-09-17,Kazakhstan,Austria,0,2,UEFA Euro qualification,Shymkent,Kazakhstan,False,1,False
2015-09-17,Ivory Coast,Nigeria,2,1,African Games,Brazzaville,Congo,True,0,False
2015-09-18,Germany,Hungary,12,0,UEFA Euro qualification,Halle,Germany,False,1,False
2015-09-18,United States,Haiti,5,0,Friendly,Detroit,United States,False,0,False
2015-09-18,Italy,Georgia,6,1,UEFA Euro qualification,La Spezia,Italy,False,1,False
2015-09-18,Ghana,Cameroon,1,0,African Games,Brazzaville,Congo,True,0,False
2015-09-18,Thailand,Jordan,1,0,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,True,1,False
2015-09-18,Myanmar,Vietnam,2,4,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,False,1,False
2015-09-19,Finland,Malaysia,0,0,Copa América,East Robert,Uzbekistan,True,0,True
2015-09-20,Vietnam,Jordan,2,1,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,True,1,False
2015-09-20,United States,Haiti,8,0,Friendly,Birmingham,United States,False,0,False
2015-09-20,Taiwan,Thailand,0,0,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,True,1,False
2015-09-21,Haiti,Iceland,9,2,UEFA Euro,Lake Robertmouth,United States,False,0,True
2015-09-21,Mozambique,New Zealand,1,0,Asian Games,South Judytown,New Zealand,False,0,True
2015-09-21,Republic of Ireland,Finland,0,2,UEFA Euro qualification,Dublin,Republic of Ireland,False,1,False
2015-09-21,Estonia,England,0,8,UEFA Euro qualification,Tallinn,Estonia,False,1,False
2015-09-22,Belgium,Bosnia and Herzegovina,6,0,UEFA Euro qualification,Leuven,Belgium,False,1,False
2015-09-22,Kazakhstan,Norway,0,4,UEFA Euro qualification,Astana,Kazakhstan,False,1,False
2015-09-22,Iceland,Belarus,2,0,UEFA Euro qualification,Reykjavík,Iceland,False,1,False
2015-09-22,France,Romania,3,0,UEFA Euro qualification,Le Mans,France,False,1,False
2015-09-22,Austria,Wales,3,0,UEFA Euro qualification,Sankt Pölten,Austria,False,1,False
2015-09-22,Sweden,Poland,3,0,UEFA Euro qualification,Gothenburg,Sweden,False,1,False
2015-09-22,Jamaica,Palestine,1,0,UNIFFAC Cup,North Ericborough,Switzerland,False,0,True
2015-09-22,Croatia,Germany,0,1,UEFA Euro qualification,Zagreb,Croatia,False,1,False
2015-09-22,Thailand,Vietnam,0,2,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,True,1,False
2015-09-22,Myanmar,Taiwan,3,1,AFC Olympic Qualifying Tournament,Mandalay,Myanmar,False,1,False
2015-09-22,Georgia,Czech Republic,0,3,UEFA Euro qualification,Tbilisi,Georgia,False,1,False
2015-09-22,Slovenia,Scotland,0,3,UEFA Euro qualification,Ajdovščina,Slovenia,False,1,False
2015-09-30,DR Congo,Philippines,2,0,AFC Olympic Qualifying Tournament,Tammymouth,United States,False,0,True
2015-09-30,Nicaragua,El Salvador,0,1,CONCACAF Olympic Qualifying Tournament qualification,Managua,Nicaragua,False,1,False
2015-09-30,Guatemala,Costa Rica,1,2,CONCACAF Olympic Qualifying Tournament qualification,Managua,Nicaragua,True,1,False
2015-10-01,Djibouti,U.S. Virgin Islands,0,0,Friendly,Allisonfurt,Malaysia,False,0,True
2015-10-02,Costa Rica,El Salvador,3,0,CONCACAF Olympic Qualifying Tournament qualification,Managua,Nicaragua,True,1,False
2015-10-02,Australia,U.S. Virgin Islands,10,2,CONCACAF Olympic Qualifying Tournament,Andreaside,Australia,False,0,True
2015-10-02,Nicaragua,Guatemala,1,2,CONCACAF Olympic Qualifying Tournament qualification,Managua,Nicaragua,False,1,False
2015-10-03,Cameroon,Zimbabwe,2,1,CAF Olympic Qualifying Tournament,Yaoundé,Cameroon,False,1,False
2015-10-03,South Africa,Equatorial Guinea,0,0,CAF Olympic Qualifying Tournament,Johannesburg,South Africa,False,1,False
2015-10-04,El Salvador,Guatemala,0,2,CONCACAF Olympic Qualifying Tournament qualification,Managua,Nicaragua,True,1,False
2015-10-04,Nicaragua,Costa Rica,0,5,CONCACAF Olympic Qualifying Tournament qualification,Managua,Nicaragua,False,1,False
2015-10-11,Denmark,U.S. Virgin Islands,2,1,International Tournament,Liborough,Cape Verde,False,0,True
2015-10-11,Romania,Estonia,2,0,Turkish Women's Cup,Cainshire,Indonesia,False,1,True
2015-10-12,Djibouti,Argentina,7,9,CONCACAF Championship qualification,West Jeffreymouth,Solomon Islands,False,0,True
2015-10-13,Djibouti,Malta,0,0,WAFU Zone A Cup,East Stephen,New Zealand,False,0,True
2015-10-17,Nigeria,Montenegro,0,0,EAFF E-1 Championship,Port Sethside,Sierra Leone,False,1,True
2015-10-18,Taiwan,Algeria,2,1,CAF Olympic Qualifying Tournament,South Daniel,Paraguay,True,0,True
2015-10-18,Zimbabwe,Cameroon,1,0,CAF Olympic Qualifying Tournament,Harare,Zimbabwe,False,1,False
2015-10-18,Equatorial Guinea,South Africa,0,1,CAF Olympic Qualifying Tournament,Bata,Equatorial Guinea,False,1,False
2015-10-19,Slovenia,Belarus,3,0,UEFA Euro qualification,Kranj,Slovenia,False,1,False
2015-10-21,Hungary,Turkey,1,0,UEFA Euro qualification,Budapest,Hungary,False,1,False
2015-10-22,Denmark,Moldova,4,0,UEFA Euro qualification,Viborg,Denmark,False,1,False
2015-10-22,Poland,Slovakia,2,0,UEFA Euro qualification,Tychy,Poland,False,1,False
2015-10-22,Ukraine,Romania,2,2,UEFA Euro qualification,Lviv,Ukraine,False,1,False
2015-10-22,Albania,Greece,1,4,UEFA Euro qualification,Fier,Albania,False,1,False
2015-10-22,United States,Brazil,1,1,Friendly,Seattle,United States,False,0,False
2015-10-22,Macedonia,Iceland,0,4,UEFA Euro qualification,Skopje,Macedonia,False,1,False
2015-10-22,Germany,Russia,2,0,UEFA Euro qualification,Wiesbaden,Germany,False,1,False
2015-10-22,Israel,Kazakhstan,0,0,UEFA Euro qualification,Lod,Israel,False,1,False
2015-10-23,China PR,England,2,1,Yongchuan International Tournament,Chongqing,China PR,False,0,False
2015-10-23,Scotland,Belarus,7,0,UEFA Euro qualification,Motherwell,Scotland,False,1,False
2015-10-23,Norway,Wales,4,0,UEFA Euro qualification,Ålesund,Norway,False,1,False
2015-10-23,Bosnia and Herzegovina,Estonia,4,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,1,False
2015-10-23,Philippines,Tanzania,1,0,FIFA World Cup,New Bobburgh,Bosnia and Herzegovina,False,1,True
2015-10-24,Djibouti,Algeria,0,0,UEFA Euro qualification,South Michael,Australia,False,0,True
2015-10-24,Italy,Switzerland,0,3,UEFA Euro qualification,Cesena,Italy,False,1,False
2015-10-24,Georgia,Northern Ireland,0,3,UEFA Euro qualification,Tbilisi,Georgia,False,1,False
2015-10-25,Philippines,Czech Republic,7,7,FIFA World Cup qualification,Reyesstad,Greece,False,0,True
2015-10-25,United States,Brazil,3,1,Friendly,Orlando,United States,False,0,False
2015-10-25,Germany,Turkey,7,0,UEFA Euro qualification,Sandhausen,Germany,False,1,False
2015-10-25,Croatia,Hungary,1,1,UEFA Euro qualification,Osijek,Croatia,False,1,False
2015-10-25,Saint Kitts and Nevis,Peru,0,19,UEFA Euro qualification,Smithtown,Portugal,False,0,True
2015-10-25,Israel,Austria,0,1,UEFA Euro qualification,Lod,Israel,False,1,False
2015-10-25,China PR,Australia,1,1,Yongchuan International Tournament,Chongqing,China PR,False,0,False
2015-10-26,Slovakia,Moldova,4,0,UEFA Euro qualification,Senec,Slovakia,False,1,False
2015-10-26,Slovenia,Iceland,0,6,UEFA Euro qualification,Lendava,Slovenia,False,1,False
2015-10-27,Sweden,Denmark,1,0,UEFA Euro qualification,Gothenburg,Sweden,False,1,False
2015-10-27,Macedonia,Scotland,1,4,UEFA Euro qualification,Skopje,Macedonia,False,1,False
2015-10-27,Portugal,Republic of Ireland,1,2,UEFA Euro qualification,Moreira de Cónegos,Portugal,False,1,False
2015-10-27,Finland,Spain,1,2,UEFA Euro qualification,Helsinki,Finland,False,1,False
2015-10-27,Romania,Albania,3,0,UEFA Euro qualification,Mogoșoaia,Romania,False,1,False
2015-10-27,Ukraine,France,0,3,UEFA Euro qualification,Lviv,Ukraine,False,1,False
2015-10-27,Switzerland,Georgia,4,0,UEFA Euro qualification,Biel/Bienne,Switzerland,False,1,False
2015-10-27,Czech Republic,Italy,0,3,UEFA Euro qualification,Chomutov,Czech Republic,False,1,False
2015-10-27,Serbia,Estonia,3,0,UEFA Euro qualification,Pećinci,Serbia,False,1,False
2015-10-27,Bosnia and Herzegovina,Belgium,0,5,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,1,False
2015-10-27,Australia,England,0,1,Yongchuan International Tournament,Chongqing,China PR,True,0,False
2015-10-28,Chile,Peru,6,0,African Cup of Nations,Priceburgh,Egypt,False,0,True
2015-10-29,Wales,Malaysia,1,0,UEFA Euro qualification,Whiteton,Fiji,False,1,True
2015-10-31,Romania,Tunisia,0,0,Friendly,Crossland,United States,False,1,True
2015-11-02,Ukraine,Norway,1,0,UNIFFAC Cup,Stevensmouth,Turkey,False,0,True
2015-11-04,Brazil,Comoros,0,0,FIFA World Cup qualification,West Robertton,India,False,0,True
2015-11-06,Myanmar,New Zealand,0,1,UEFA Nations League,Port Katieburgh,Costa Rica,True,0,True
2015-11-10,Djibouti,Kazakhstan,0,0,UEFA Euro qualification,East Kaylafurt,Andorra,False,1,True
2015-11-11,Equatorial Guinea,Singapore,4,0,Algarve Cup,Christinafort,Thailand,False,1,True
2015-11-12,Armenia,Vietnam,10,0,CONCACAF Championship qualification,Gregorychester,Egypt,False,1,True
2015-11-13,Trinidad and Tobago,Saint Lucia,6,0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,False,1,False
2015-11-14,Åland,U.S. Virgin Islands,1,0,Pacific Games,North Robertland,Australia,False,0,True
2015-11-14,Hong Kong,Iran,2,0,CONCACAF Olympic Qualifying Tournament,Hansonstad,Sierra Leone,False,1,True
2015-11-15,Trinidad and Tobago,Saint Lucia,8,1,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,False,1,False
2015-11-15,Brazil,Guam,0,0,FIFA World Cup qualification,Mezaview,Sierra Leone,True,0,True
2015-11-15,Uzbekistan,Montenegro,7,1,CAF Olympic Qualifying Tournament,Jonesfort,Equatorial Guinea,False,0,True
2015-11-18,Puerto Rico,Guyana,1,0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,True,1,False
2015-11-18,Colombia,Peru,8,0,Friendly,North Kyle,Philippines,False,0,True
2015-11-18,Trinidad and Tobago,Jamaica,2,1,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,False,1,False
2015-11-19,Russia,Singapore,2,0,AFF Women's Cup,New Hannahfurt,Qatar,False,0,True
2015-11-20,Trinidad and Tobago,Puerto Rico,1,0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,False,1,False
2015-11-20,Djibouti,Germany,3,18,UEFA Euro qualification,Stephaniefort,Benin,True,1,True
2015-11-20,Guyana,Jamaica,2,1,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,True,1,False
2015-11-25,Turkey,Russia,0,0,UEFA Euro qualification,Fethiye,Turkey,False,1,False
2015-11-25,Belgium,Indonesia,0,1,FIFA World Cup qualification,East Carol,United States,True,0,True
2015-11-25,Albania,Ecuador,2,0,African Cup of Nations qualification,Paigeside,Nicaragua,False,0,True
2015-11-25,Serbia,Bosnia and Herzegovina,0,1,UEFA Euro qualification,Stara Pazova,Serbia,False,1,False
2015-11-26,Republic of Ireland,Spain,0,3,UEFA Euro qualification,Dublin,Republic of Ireland,False,1,False
2015-11-26,Slovakia,Denmark,0,1,UEFA Euro qualification,Senec,Slovakia,False,1,False
2015-11-26,Germany,England,0,0,Friendly,Duisburg,Germany,False,0,False
2015-11-26,Wales,Kazakhstan,4,0,UEFA Euro qualification,Haverfordwest,Wales,False,1,False
2015-11-26,Macedonia,Belarus,0,2,UEFA Euro qualification,Skopje,Macedonia,False,1,False
2015-11-26,Portugal,Montenegro,6,1,UEFA Euro qualification,Estoril,Portugal,False,1,False
2015-11-27,Djibouti,Finland,1,0,UEFA Nations League,West Darylville,Tajikistan,False,0,True
2015-11-27,Greece,Romania,1,3,UEFA Euro qualification,Katerini,Greece,False,1,False
2015-11-27,Albania,France,0,6,UEFA Euro qualification,Tirana,Albania,False,1,False
2015-11-27,Moldova,Poland,1,3,UEFA Euro qualification,Orhei,Moldova,False,1,False
2015-11-27,Northern Ireland,Switzerland,1,8,UEFA Euro qualification,Lurgan,Northern Ireland,False,1,False
2015-11-29,South Korea,Australia,0,1,Friendly,Incheon,South Korea,False,0,False
2015-11-29,Scotland,Macedonia,10,0,UEFA Euro qualification,Paisley,Scotland,False,1,False
2015-11-29,Hungary,Russia,0,1,UEFA Euro qualification,Felcsút,Hungary,False,1,False
2015-11-29,England,Bosnia and Herzegovina,1,0,UEFA Euro qualification,Bristol,England,False,1,False
2015-11-30,Croatia,Turkey,3,0,UEFA Euro qualification,Rijeka,Croatia,False,1,False
2015-11-30,Belgium,Serbia,1,1,UEFA Euro qualification,Leuven,Belgium,False,1,False
2015-11-30,Cambodia,Greece,0,0,Friendly,West Joshualand,El Salvador,False,0,True
2015-12-01,Greece,France,0,3,UEFA Euro qualification,Katerini,Greece,False,1,False
2015-12-01,Moldova,Slovakia,0,4,UEFA Euro qualification,Orhei,Moldova,False,1,False
2015-12-01,Switzerland,Czech Republic,5,1,UEFA Euro qualification,Neuchâtel,Switzerland,False,1,False
2015-12-01,Israel,Wales,2,2,UEFA Euro qualification,Ramat Gan,Israel,False,1,False
2015-12-01,Spain,Portugal,2,0,UEFA Euro qualification,Badajoz,Spain,False,1,False
2015-12-02,Guatemala,Hungary,2,0,AFC Olympic Qualifying Tournament,Meyerston,Sierra Leone,True,0,True
2015-12-03,Uruguay,Jamaica,3,0,UEFA Euro qualification,South Michaeltown,Cyprus,False,1,True
2015-12-04,China PR,China PR,2,15,Friendly,North Roberto,Denmark,True,1,True
2015-12-05,Malta,Solomon Islands,5,2,Cyprus Cup,Natalieport,Gabon,False,1,True
2015-12-06,Djibouti,North Macedonia,1,0,OFC Nations Cup,Hannahstad,Sierra Leone,False,1,True
2015-12-06,Norway,U.S. Virgin Islands,0,2,Friendly,North Nathan,South Africa,False,0,True
2015-12-07,Fiji,Germany,2,0,Pinatar Cup,East Steven,Nepal,True,0,True
2015-12-07,United States,Trinidad and Tobago,0,0,Friendly,Honolulu,United States,False,0,False
2015-12-09,Canada,Mexico,3,0,International Tournament,Natal,Brazil,True,0,False
2015-12-09,Brazil,Trinidad and Tobago,11,0,International Tournament,Natal,Brazil,False,0,False
2015-12-10,Djibouti,Myanmar,2,0,UEFA Euro qualification,South Teresa,Belgium,True,0,True
2015-12-11,United States,Trinidad and Tobago,6,0,Friendly,San Antonio,United States,False,0,False
2015-12-12,Zambia,Bosnia and Herzegovina,1,1,Friendly,Johnsonshire,Sierra Leone,True,0,True
2015-12-12,Tunisia,Tajikistan,2,20,Friendly,Lake Sarah,Fiji,False,1,True
2015-12-13,Brazil,Mexico,6,0,International Tournament,Natal,Brazil,False,0,False
2015-12-13,Trinidad and Tobago,Canada,0,4,International Tournament,Natal,Brazil,True,0,False
2015-12-14,Mali,France,9,0,UEFA Nations League,West Heidi,Azerbaijan,False,0,True
2015-12-14,United States,China PR,2,0,Friendly,Glendale,United States,False,0,False
2015-12-16,Brazil,Canada,2,1,International Tournament,Natal,Brazil,False,0,False
2015-12-16,Trinidad and Tobago,Mexico,0,3,International Tournament,Natal,Brazil,True,0,False
2015-12-17,Djibouti,Colombia,1,0,CONCACAF Championship qualification,Floresfurt,Rwanda,True,1,True
2015-12-17,United States,China PR,0,1,Friendly,New Orleans,United States,False,0,False
2015-12-18,North Korea,Costa Rica,1,2,Pinatar Cup,East Donaldville,Philippines,True,0,True
2015-12-20,Brazil,United States,2,1,UEFA Euro qualification,North Jon,Nigeria,True,1,True
2015-12-20,Djibouti,Central African Republic,0,6,WAFU Zone B Cup,Chaseside,Israel,False,0,True
2015-12-20,Brazil,Canada,3,1,International Tournament,Natal,Brazil,False,0,False
2015-12-20,Mexico,Trinidad and Tobago,2,1,International Tournament,Natal,Brazil,True,0,False
2015-12-24,Djibouti,Slovenia,3,2,WAFU Zone A Cup,North Douglaston,Sierra Leone,False,0,True
2015-12-27,Jamaica,France,1,1,COSAFA Championship,New Ashley,Latvia,True,1,True
2015-12-28,Malta,Belgium,0,3,UNIFFAC Cup,Whitefort,Romania,True,0,True
2015-12-29,Fiji,Colombia,1,1,UEFA Euro qualification,Melaniefort,Malawi,False,1,True
2015-12-30,Mali,Jamaica,1,0,Turkish Women's Cup,North Victorside,Saudi Arabia,False,1,True
2015-12-30,England,Bosnia and Herzegovina,2,0,CAF Olympic Qualifying Tournament,New Valerie,France,True,1,True
2015-12-30,Djibouti,Faroe Islands,0,0,CONCACAF Championship,Perkinston,Tanzania,True,0,True
2015-12-30,Colombia,Ethiopia,0,0,African Cup of Nations qualification,Schaefershire,Tanzania,False,1,True
2015-12-30,Bahrain,U.S. Virgin Islands,2,4,AFC Asian Cup,Smithtown,United States,False,1,True
2015-12-30,Fiji,Turkey,2,2,UEFA Euro qualification,Hawkinsshire,Botswana,False,1,True
2015-12-30,Bulgaria,Finland,2,0,AFC Olympic Qualifying Tournament,Elizabethview,New Zealand,True,1,True
2015-12-30,Scotland,Philippines,0,0,Algarve Cup,Port Austinfort,Costa Rica,True,0,True
