date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,qualifier,stage,is_synthetic,group_id,match_order
1994-08-12,Jamaica,Panama,2.0,0.0,Pan American Games,Valparaíso,Chile,True,0,group,True,2.0,15.0
1994-08-13,Ynys Môn,Jersey,4.0,0.0,Island Games,Jersey,Jersey,False,0,quarter_final,True,,1003.0
1994-08-13,Isle of Man,Gibraltar,2.0,1.0,Island Games,Jersey,Jersey,True,0,quarter_final,True,,1002.0
1994-08-13,Hitra,Western Isles,1.0,0.0,Island Games,Jersey,Jersey,True,0,quarter_final,True,,1001.0
1994-08-13,Faroe Islands,Bermuda,1.0,0.0,Island Games,Jersey,Jersey,True,0,quarter_final,True,,1000.0
1994-08-14,Brazil,Haiti,8.0,0.0,Pan American Games,Valparaíso,Chile,True,0,group,True,3.0,18.0
1994-08-14,Brazil,Paraguay,0.0,1.0,Pan American Games,Valparaíso,Chile,True,0,group,True,3.0,19.0
1994-08-14,Brazil,Bolivia,2.0,0.0,Pan American Games,Valparaíso,Chile,True,0,group,True,3.0,20.0
1994-08-16,Hitra,Isle of Man,2.0,0.0,Island Games,Jersey,Jersey,True,0,semi_final,True,,1005.0
1994-08-16,Faroe Islands,Ynys Môn,2.0,0.0,Island Games,Jersey,Jersey,True,0,semi_final,True,,1004.0
1994-08-16,Haiti,Paraguay,2.0,0.0,Pan American Games,Valparaíso,Chile,True,0,group,True,3.0,21.0
1994-08-16,Haiti,Bolivia,2.0,0.0,Pan American Games,Valparaíso,Chile,True,0,group,True,3.0,22.0
1994-08-16,Paraguay,Bolivia,4.0,0.0,Pan American Games,Valparaíso,Chile,True,0,group,True,3.0,23.0
1994-08-19,Faroe Islands,Hitra,3.0,0.0,Island Games,Jersey,Jersey,True,0,final,True,,1006.0
1994-08-24,Tunisia,Palestine,0.0,1.0,Arab Cup,Cairo,Egypt,True,0,group,True,,
1994-08-24,Egypt,Lebanon,1.0,0.0,Arab Cup,Cairo,Egypt,False,0,group,True,,
1994-08-24,Sudan,Jordan,10.0,0.0,Arab Cup,Cairo,Egypt,True,0,group,True,,
1994-08-26,Jordan,Lebanon,0.0,1.0,Arab Cup,Cairo,Egypt,True,0,group,True,,
1994-08-26,Algeria,Egypt,3.0,0.0,Arab Cup,Cairo,Egypt,False,0,group,True,,
1994-08-26,Sudan,Palestine,1.0,0.0,Arab Cup,Cairo,Egypt,True,0,group,True,,
1994-08-28,Jordan,Palestine,3.0,0.0,Arab Cup,Cairo,Egypt,True,0,group,True,,
1994-08-28,Tunisia,Lebanon,0.0,2.0,Arab Cup,Cairo,Egypt,True,0,group,True,,
1994-08-28,Algeria,Egypt,7.0,0.0,Arab Cup,Cairo,Egypt,False,0,group,True,,
1994-09-01,Jordan,Tunisia,8.0,0.0,Arab Cup,Cairo,Egypt,True,0,semi_final,True,,
1994-09-01,Algeria,Lebanon,8.0,0.0,Arab Cup,Cairo,Egypt,True,0,semi_final,True,,
1994-09-01,Egypt,Palestine,1.0,0.0,Arab Cup,Cairo,Egypt,False,0,final,True,,
1994-09-06,Ghana,Ivory Coast,3.0,0.0,African Games,Brazzaville,Congo,True,0,group,True,,
1994-09-06,Senegal,Congo,8.0,0.0,African Games,Brazzaville,Congo,False,0,group,True,,
1994-09-06,Tanzania,Ethiopia,0.0,1.0,African Games,Brazzaville,Congo,True,0,group,True,,
1994-09-07,Mexico,Haiti,0.0,2.0,Pan American Games,Valparaíso,Chile,True,0,quarter_final,True,,1000.0
1994-09-07,Colombia,Brazil,4.0,0.0,Pan American Games,Valparaíso,Chile,True,0,quarter_final,True,,1001.0
1994-09-07,Costa Rica,Jamaica,2.0,0.0,Pan American Games,Valparaíso,Chile,True,0,quarter_final,True,,1002.0
1994-09-07,Argentina,Canada,0.0,1.0,Pan American Games,Valparaíso,Chile,True,0,quarter_final,True,,1003.0
1994-09-08,Congo,Nigeria,0.0,1.0,African Games,Brazzaville,Congo,False,0,group,True,,
1994-09-08,Senegal,Zimbabwe,1.0,1.0,African Games,Brazzaville,Congo,True,0,group,True,,
1994-09-08,Algeria,Tanzania,2.0,0.0,African Games,Brazzaville,Congo,True,0,group,True,,
1994-09-10,South Africa,Congo,2.0,0.0,African Games,Brazzaville,Congo,False,0,group,True,,
1994-09-10,Tanzania,Nigeria,1.0,0.0,African Games,Brazzaville,Congo,True,0,group,True,,
1994-09-10,Cameroon,Ghana,0.0,1.0,African Games,Brazzaville,Congo,True,0,semi_final,True,,
1994-09-10,Colombia,Costa Rica,0.0,7.0,Pan American Games,Valparaíso,Chile,True,0,semi_final,True,,1005.0
1994-09-10,Mexico,Argentina,0.0,2.0,Pan American Games,Valparaíso,Chile,True,0,semi_final,True,,1004.0
1994-09-12,Cameroon,South Africa,0.0,2.0,African Games,Brazzaville,Congo,True,0,semi_final,True,,
1994-09-12,Tanzania,Ivory Coast,2.0,0.0,African Games,Brazzaville,Congo,True,0,final,True,,
1994-09-13,Mexico,Colombia,8.0,0.0,Pan American Games,Valparaíso,Chile,True,0,final,True,,1006.0
1994-09-15,Ghana,South Africa,1.0,0.0,Aisha Buhari Cup,Lagos,Nigeria,True,0,group,True,,
1994-09-15,Cameroon,Mali,1.0,0.0,Aisha Buhari Cup,Lagos,Nigeria,True,0,group,True,,
1994-09-15,Morocco,Nigeria,6.0,0.0,Aisha Buhari Cup,Lagos,Nigeria,False,0,group,True,,
1994-09-17,Morocco,South Africa,0.0,3.0,Aisha Buhari Cup,Lagos,Nigeria,True,0,final,True,,
1994-09-17,Mali,Nigeria,0.0,2.0,Aisha Buhari Cup,Lagos,Nigeria,False,0,semi_final,True,,
1994-09-17,Cameroon,Ghana,3.0,0.0,Aisha Buhari Cup,Lagos,Nigeria,True,0,semi_final,True,,
1994-09-22,Mexico,Brazil,1.0,0.0,Valais Women's Cup,Châtel-St-Denis,Switzerland,True,0,group,True,,
1994-09-22,New Zealand,China PR,0.0,0.0,Valais Women's Cup,Châtel-St-Denis,Switzerland,True,0,group,True,,
1994-09-26,New Zealand,China PR,3.0,0.0,Valais Women's Cup,Châtel-St-Denis,Switzerland,True,0,final,True,,
1994-10-17,Italy,Canada,1.0,1.0,Peace Queen Cup,Seoul,South Korea,True,0,group,True,,
1994-10-17,Mexico,England,0.0,1.0,Peace Queen Cup,Seoul,South Korea,True,0,group,True,,
1994-10-17,United States,Argentina,2.0,0.0,Peace Queen Cup,Seoul,South Korea,True,0,group,True,,
1994-10-19,North Korea,New Zealand,2.0,0.0,Yongchuan International Tournament,Chongqing,China PR,True,0,group,True,,
1994-10-19,Portugal,Vietnam,3.0,0.0,Yongchuan International Tournament,Chongqing,China PR,True,0,group,True,,
1994-10-19,Australia,Brazil,0.0,1.0,Peace Queen Cup,Seoul,South Korea,True,0,group,True,,
1994-10-19,Taiwan,Italy,1.0,1.0,Peace Queen Cup,Seoul,South Korea,True,0,group,True,,
1994-10-19,United States,Denmark,0.0,1.0,Peace Queen Cup,Seoul,South Korea,True,0,group,True,,
1994-10-19,Iceland,Finland,0.0,0.0,Yongchuan International Tournament,Chongqing,China PR,True,0,group,True,,
1994-10-22,Mexico,Argentina,1.0,0.0,Peace Queen Cup,Seoul,South Korea,True,0,group,True,,
1994-10-22,South Korea,Canada,2.0,0.0,Peace Queen Cup,Seoul,South Korea,False,0,group,True,,
1994-10-22,Brazil,Italy,2.0,1.0,Peace Queen Cup,Seoul,South Korea,True,0,semi_final,True,,
1994-10-23,Vietnam,Finland,1.0,0.0,Yongchuan International Tournament,Chongqing,China PR,True,0,semi_final,True,,
1994-10-23,Denmark,England,0.0,2.0,Yongchuan International Tournament,Chongqing,China PR,True,0,final,True,,
1994-10-23,Philippines,Russia,2.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
1994-10-23,Haiti,Kenya,6.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
1994-10-23,Australia,China PR,1.0,0.0,Yongchuan International Tournament,Chongqing,China PR,False,0,semi_final,True,,
1994-10-23,Taiwan,Jordan,2.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
1994-10-24,Italy,Mexico,2.0,0.0,Peace Queen Cup,Seoul,South Korea,True,0,final,True,,
1994-10-24,New Zealand,South Korea,2.0,0.0,Peace Queen Cup,Seoul,South Korea,False,0,semi_final,True,,
1994-10-25,Taiwan,Philippines,1.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
1994-10-25,Kenya,Jordan,4.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
1994-10-25,Russia,Haiti,1.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,semi_final,True,,
1994-10-28,Philippines,Haiti,2.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,final,True,,
1994-10-28,Kenya,Taiwan,1.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,semi_final,True,,
1994-11-02,Egypt,Tunisia,2.0,0.0,UNAF Tournament,Hammam Sousse,Tunisia,False,0,group,True,,
1994-11-04,Algeria,Tunisia,0.0,2.0,UNAF Tournament,Hammam Sousse,Tunisia,False,0,final,True,,
1994-11-23,Malaysia,Indonesia,0.0,2.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
1994-11-23,Singapore,Laos,2.0,0.0,AFF Women's Cup,Vientiane,Laos,False,0,group,True,,
1994-11-23,Cambodia,Timor-Leste,2.0,0.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
1994-11-25,Chile,Argentina,2.0,0.0,International Tournament,São Paulo,Brazil,True,0,group,True,,
1994-11-25,Trinidad and Tobago,Russia,1.0,0.0,International Tournament,São Paulo,Brazil,True,0,group,True,,
1994-11-25,United States,Italy,1.0,0.0,International Tournament,São Paulo,Brazil,True,0,group,True,,
1994-11-27,Indonesia,Cambodia,1.0,1.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
1994-11-27,Singapore,Laos,0.0,1.0,AFF Women's Cup,Vientiane,Laos,False,0,group,True,,
1994-11-27,Malaysia,Timor-Leste,0.0,1.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
1994-11-29,Trinidad and Tobago,Portugal,1.0,0.0,International Tournament,São Paulo,Brazil,True,0,group,True,,
1994-11-29,United States,Scotland,0.0,5.0,International Tournament,São Paulo,Brazil,True,0,group,True,,
1994-11-29,Timor-Leste,Singapore,1.0,0.0,AFF Women's Cup,Vientiane,Laos,True,0,semi_final,True,,
1994-11-29,Cambodia,Laos,0.0,1.0,AFF Women's Cup,Vientiane,Laos,False,0,semi_final,True,,
1994-11-29,Indonesia,Malaysia,2.0,0.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
1994-11-29,Mexico,Brazil,0.0,1.0,International Tournament,São Paulo,Brazil,False,0,group,True,,
1994-12-01,Venezuela,India,0.0,1.0,International Tournament,São Paulo,Brazil,True,0,group,True,,
1994-12-01,Portugal,Trinidad and Tobago,1.0,1.0,International Tournament,São Paulo,Brazil,True,0,group,True,,
1994-12-01,Argentina,Mexico,3.0,0.0,International Tournament,São Paulo,Brazil,True,0,semi_final,True,,
1994-12-01,Timor-Leste,Indonesia,4.0,0.0,AFF Women's Cup,Vientiane,Laos,True,0,final,True,,
1994-12-03,Bangladesh,Maldives,1.0,0.0,South Asian Games,Dhaka,Bangladesh,False,0,group,True,,
1994-12-03,Sri Lanka,India,1.0,0.0,South Asian Games,Dhaka,Bangladesh,True,0,group,True,,
1994-12-03,Pakistan,Nepal,4.0,0.0,South Asian Games,Dhaka,Bangladesh,True,0,group,True,,
1994-12-04,Costa Rica,Netherlands,0.0,1.0,International Tournament,São Paulo,Brazil,True,0,semi_final,True,,
1994-12-04,Denmark,Venezuela,0.0,6.0,International Tournament,São Paulo,Brazil,True,0,final,True,,
1994-12-07,India,Sri Lanka,1.0,0.0,South Asian Games,Dhaka,Bangladesh,True,0,semi_final,True,,
1994-12-07,Pakistan,Bangladesh,2.0,0.0,South Asian Games,Dhaka,Bangladesh,False,0,group,True,,
1994-12-07,Maldives,Nepal,4.0,0.0,South Asian Games,Dhaka,Bangladesh,True,0,group,True,,
1994-12-11,Maldives,Nepal,1.0,2.0,South Asian Games,Dhaka,Bangladesh,True,0,semi_final,True,,
1994-12-11,Sri Lanka,India,1.0,0.0,South Asian Games,Dhaka,Bangladesh,True,0,final,True,,
1995-01-02,Nepal,Bangladesh,1.0,0.0,SAFF Championship,Kathmandu,Nepal,False,0,group,True,,
1995-01-02,Maldives,Afghanistan,0.0,2.0,SAFF Championship,Kathmandu,Nepal,True,0,group,True,,
1995-01-02,India,Bhutan,0.0,7.0,SAFF Championship,Kathmandu,Nepal,True,0,group,True,,
1995-01-04,Pakistan,Bangladesh,2.0,0.0,SAFF Championship,Kathmandu,Nepal,True,0,group,True,,
1995-01-04,Nepal,Bhutan,0.0,1.0,SAFF Championship,Kathmandu,Nepal,False,0,group,True,,
1995-01-04,Sri Lanka,Afghanistan,1.0,1.0,SAFF Championship,Kathmandu,Nepal,True,0,group,True,,
1995-01-07,Afghanistan,Sri Lanka,3.0,0.0,SAFF Championship,Kathmandu,Nepal,True,0,group,True,,
1995-01-07,Maldives,Bangladesh,1.0,0.0,SAFF Championship,Kathmandu,Nepal,True,0,group,True,,
1995-01-07,India,Bhutan,0.0,1.0,SAFF Championship,Kathmandu,Nepal,True,0,group,True,,
1995-01-10,South Korea,Norway,2.0,0.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-10,Ukraine,Romania,1.0,1.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-10,Canada,North Korea,1.0,0.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-11,Bhutan,Nepal,3.0,0.0,SAFF Championship,Kathmandu,Nepal,False,0,group,True,,
1995-01-11,Afghanistan,Maldives,0.0,0.0,SAFF Championship,Kathmandu,Nepal,True,0,group,True,,
1995-01-11,Pakistan,Sri Lanka,0.0,4.0,SAFF Championship,Kathmandu,Nepal,True,0,semi_final,True,,
1995-01-11,New Zealand,China PR,2.0,0.0,Australian Cup,Bendigo,Australia,True,0,group,True,,
1995-01-11,Sweden,France,1.0,0.0,Australian Cup,Bendigo,Australia,True,0,group,True,,
1995-01-11,Mexico,United States,8.0,0.0,Australian Cup,Bendigo,Australia,True,0,semi_final,True,,
1995-01-13,Colombia,Germany,6.0,0.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-13,Mexico,Myanmar,3.0,0.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-13,France,South Korea,0.0,2.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-15,Germany,Mexico,2.0,0.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-15,Bangladesh,Sri Lanka,3.0,0.0,SAFF Championship,Kathmandu,Nepal,True,0,final,True,,
1995-01-15,England,Thailand,0.0,5.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-15,North Korea,South Korea,0.0,4.0,Australian Cup,Bendigo,Australia,True,0,final,True,,
1995-01-15,China PR,France,1.0,0.0,Australian Cup,Bendigo,Australia,True,0,semi_final,True,,
1995-01-15,United States,Nigeria,0.0,4.0,Four Nations Tournament,Guangzhou,China PR,True,0,group,True,,
1995-01-15,Afghanistan,Nepal,2.0,0.0,SAFF Championship,Kathmandu,Nepal,False,0,semi_final,True,,
1995-01-19,Russia,Vietnam,0.0,1.0,Four Nations Tournament,Guangzhou,China PR,True,0,final,True,,
1995-01-19,Myanmar,Canada,0.0,7.0,Four Nations Tournament,Guangzhou,China PR,True,0,semi_final,True,,
1995-01-19,South Korea,Ukraine,7.0,0.0,Four Nations Tournament,Guangzhou,China PR,True,0,semi_final,True,,
1995-01-20,Mali,Gambia,1.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,0.0
1995-01-20,Mali,Guinea,1.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,2.0
1995-01-20,Mali,Guinea-Bissau,7.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,1.0
1995-01-22,Mali,Mauritania,3.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,3.0
1995-01-22,Gambia,Guinea-Bissau,1.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,4.0
1995-01-22,Gambia,Guinea,2.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,5.0
1995-01-24,Gambia,Mauritania,2.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,6.0
1995-01-24,Guinea-Bissau,Guinea,2.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,7.0
1995-01-24,Guinea-Bissau,Mauritania,3.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,8.0
1995-01-26,Senegal,Cape Verde,1.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,group,True,1.0,10.0
1995-01-26,Guinea,Mauritania,1.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,0.0,9.0
1995-01-26,Senegal,Sierra Leone,4.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,1.0,11.0
1995-01-28,Cape Verde,Liberia,1.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,group,True,1.0,14.0
1995-01-28,Cape Verde,Sierra Leone,3.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,group,True,1.0,13.0
1995-01-28,Senegal,Liberia,10.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,1.0,12.0
1995-01-30,Sierra Leone,Liberia,2.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,1.0,15.0
1995-02-09,Myanmar,Iran,1.0,0.0,Gold Cup India,Bhubaneswar,India,True,0,group,True,,
1995-02-09,India,Nepal,3.0,0.0,Gold Cup India,Bhubaneswar,India,False,0,group,True,,
1995-02-13,Iran,Nepal,4.0,0.0,Gold Cup India,Bhubaneswar,India,True,0,semi_final,True,,
1995-02-13,India,Myanmar,0.0,2.0,Gold Cup India,Bhubaneswar,India,False,0,semi_final,True,,
1995-02-14,Nigeria,Ghana,0.0,1.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,0.0,0.0
1995-02-14,Nigeria,Ivory Coast,1.0,1.0,WAFU Zone B Cup,Abidjan,Ivory Coast,False,0,group,True,0.0,1.0
1995-02-14,Nigeria,Togo,6.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,0.0,2.0
1995-02-15,Mexico,Nigeria,6.0,0.0,Women's Revelations Cup,León,Mexico,False,0,group,True,,
1995-02-15,Costa Rica,Colombia,1.0,0.0,Women's Revelations Cup,León,Mexico,True,0,group,True,,
1995-02-16,Iran,Myanmar,0.0,1.0,Gold Cup India,Bhubaneswar,India,True,0,final,True,,
1995-02-16,South Korea,Czech Republic,3.0,0.0,Cup of Nations,Gosford,Australia,True,0,group,True,,
1995-02-16,New Zealand,Spain,3.0,0.0,Cup of Nations,Gosford,Australia,True,0,semi_final,True,,
1995-02-16,Malta,Moldova,0.0,1.0,Malta International Tournament,Paola,Malta,False,0,group,True,,
1995-02-16,Ivory Coast,Togo,1.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,False,0,group,True,0.0,5.0
1995-02-16,Ghana,Togo,1.0,1.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,0.0,4.0
1995-02-16,Ghana,Ivory Coast,2.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,False,0,group,True,0.0,3.0
1995-02-16,Argentina,Jamaica,1.0,0.0,Cup of Nations,Gosford,Australia,True,0,group,True,,
1995-02-18,Colombia,Costa Rica,1.0,0.0,Women's Revelations Cup,León,Mexico,True,0,semi_final,True,,
1995-02-18,Equatorial Guinea,Central African Republic,0.0,1.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,False,0,group,True,,
1995-02-18,Morocco,Moldova,2.0,0.0,Malta International Tournament,Paola,Malta,True,0,group,True,,
1995-02-18,Nigeria,Mexico,0.0,3.0,Women's Revelations Cup,León,Mexico,False,0,group,True,,
1995-02-18,Australia,New Zealand,2.0,0.0,Cup of Nations,Gosford,Australia,False,0,final,True,,
1995-02-18,Chad,Gabon,1.0,1.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,True,0,group,True,,
1995-02-18,Mali,Senegal,3.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,6.0
1995-02-18,Mali,Burkina Faso,1.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,7.0
1995-02-18,South Korea,Spain,8.0,0.0,Cup of Nations,Gosford,Australia,True,0,semi_final,True,,
1995-02-18,Mali,Niger,1.0,1.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,8.0
1995-02-19,Gambia,Senegal,6.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,semi_final,True,,1001.0
1995-02-19,Mali,Cape Verde,0.0,1.0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,semi_final,True,,1000.0
1995-02-20,Burkina Faso,Niger,0.0,1.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,11.0
1995-02-20,Senegal,Niger,3.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,10.0
1995-02-20,Senegal,Burkina Faso,2.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,9.0
1995-02-20,Malta,Morocco,1.0,0.0,Malta International Tournament,Paola,Malta,False,0,final,True,,
1995-02-20,Kuwait,Jordan,2.0,0.0,WAFF Championship,Abu Dhabi,United Arab Emirates,True,0,group,True,,
1995-02-20,Iran,United Arab Emirates,6.0,0.0,WAFF Championship,Abu Dhabi,United Arab Emirates,False,0,group,True,,
1995-02-20,Qatar,Lebanon,0.0,1.0,WAFF Championship,Abu Dhabi,United Arab Emirates,True,0,group,True,,
1995-02-21,Gabon,Central African Republic,0.0,2.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,True,0,group,True,,
1995-02-21,DR Congo,Equatorial Guinea,0.0,1.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,False,0,group,True,,
1995-02-22,Colombia,Mexico,1.0,2.0,Women's Revelations Cup,León,Mexico,False,0,semi_final,True,,
1995-02-22,Faroe Islands,Albania,0.0,1.0,VisitMalta Women's Trophy,Paola,Malta,True,0,group,True,,
1995-02-22,Malta,Belarus,1.0,0.0,VisitMalta Women's Trophy,Paola,Malta,False,0,group,True,,
1995-02-22,Mali,Gambia,2.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,final,True,,1002.0
1995-02-22,Costa Rica,Nigeria,3.0,0.0,Women's Revelations Cup,León,Mexico,True,0,final,True,,
1995-02-23,Gabon,Central African Republic,0.0,1.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,True,0,semi_final,True,,
1995-02-23,Chad,Equatorial Guinea,3.0,0.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,False,0,semi_final,True,,
1995-02-24,Nepal,Iran,1.0,0.0,WAFF Championship,Abu Dhabi,United Arab Emirates,True,0,group,True,,
1995-02-24,United Arab Emirates,Jordan,1.0,0.0,WAFF Championship,Abu Dhabi,United Arab Emirates,False,0,group,True,,
1995-02-24,Kuwait,Guam,6.0,0.0,WAFF Championship,Abu Dhabi,United Arab Emirates,True,0,group,True,,
1995-02-25,Malta,Faroe Islands,2.0,0.0,VisitMalta Women's Trophy,Paola,Malta,False,0,final,True,,
1995-02-25,United States,Trinidad and Tobago,0.0,1.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,0.0,2.0
1995-02-25,United States,Jamaica,6.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,0.0,1.0
1995-02-25,United States,Costa Rica,0.0,1.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,False,0,group,True,0.0,0.0
1995-02-26,Chad,Gabon,6.0,0.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,True,0,final,True,,
1995-02-27,Costa Rica,Jamaica,0.0,1.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,False,0,group,True,0.0,3.0
1995-02-27,Syria,Kuwait,1.0,1.0,WAFF Championship,Abu Dhabi,United Arab Emirates,True,0,group,True,,
1995-02-27,Qatar,Nepal,1.0,1.0,WAFF Championship,Abu Dhabi,United Arab Emirates,True,0,group,True,,
1995-02-27,Saudi Arabia,United Arab Emirates,1.0,0.0,WAFF Championship,Abu Dhabi,United Arab Emirates,False,0,group,True,,
1995-02-27,Jamaica,Trinidad and Tobago,2.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,0.0,5.0
1995-02-27,Costa Rica,Trinidad and Tobago,3.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,False,0,group,True,0.0,4.0
1995-02-28,Hungary,Jordan,0.0,1.0,Turkish Women's Cup,Side,Turkey,True,0,group,True,,
1995-02-28,Ukraine,India,0.0,7.0,Turkish Women's Cup,Side,Turkey,True,0,group,True,,
1995-02-28,Estonia,South Africa,1.0,0.0,Turkish Women's Cup,Side,Turkey,True,0,group,True,,
1995-03-01,Guam,United Arab Emirates,6.0,0.0,WAFF Championship,Abu Dhabi,United Arab Emirates,False,0,final,True,,
1995-03-01,Kuwait,Lebanon,4.0,0.0,WAFF Championship,Abu Dhabi,United Arab Emirates,True,0,semi_final,True,,
1995-03-01,Palestine,Iraq,0.0,7.0,WAFF Championship,Abu Dhabi,United Arab Emirates,True,0,semi_final,True,,
1995-03-01,Mexico,Canada,2.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,6.0
1995-03-01,Mexico,Haiti,7.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,7.0
1995-03-01,Mexico,Panama,6.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,8.0
1995-03-01,Belarus,Croatia,0.0,1.0,Istria Cup,Poreč,Croatia,False,0,group,True,,
1995-03-01,Slovenia,Serbia,1.0,1.0,Istria Cup,Poreč,Croatia,True,0,group,True,,
1995-03-01,Slovakia,Republic of Ireland,2.0,0.0,Istria Cup,Poreč,Croatia,True,0,group,True,,
1995-03-03,Costa Rica,Northern Ireland,0.0,2.0,Istria Cup,Poreč,Croatia,True,0,group,True,,
1995-03-03,Romania,Slovakia,0.0,2.0,Istria Cup,Poreč,Croatia,True,0,group,True,,
1995-03-03,Canada,Haiti,1.0,1.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,9.0
1995-03-03,Canada,Panama,3.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,10.0
1995-03-03,Haiti,Panama,3.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,11.0
1995-03-03,Poland,Montenegro,2.0,0.0,Istria Cup,Poreč,Croatia,True,0,group,True,,
1995-03-04,Republic of Ireland,Finland,0.0,1.0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,group,True,,
1995-03-04,Ukraine,Belgium,8.0,0.0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,group,True,,
1995-03-04,Lithuania,Venezuela,1.0,1.0,Turkish Women's Cup,Side,Turkey,True,0,group,True,,
