date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
1994-05-14,Czech Republic,Hungary,0,0,UEFA Euro qualification,Staré Město,Czech Republic,False,1994
1994-05-14,France,Italy,1,1,UEFA Euro qualification,Schiltigheim,France,False,1994
1994-05-14,Faroe Islands,Kazakhstan,2,6,AFC Asian Cup qualification,South Reginald,Turkey,True,2024
1994-05-15,Lithuania,Philippines,3,0,Olympic Games,Brianside,Nigeria,False,2020
1994-05-15,Russia,Poland,0,0,UEFA Euro qualification,Selyatino,Russia,False,1994
1994-05-16,Zimbabwe,Haiti,2,1,FIFA World Cup qualification,North Elizabeth,Guinea,True,2024
1994-05-17,Thailand,Germany,2,0,AFC Olympic qualification,Floydberg,Austria,False,2022
1994-05-17,Bangladesh,South Africa,2,5,CONCACAF Gold Cup qualification,Port Davidmouth,China PR,True,2007
1994-05-19,Jordan,Iceland,1,0,African Championship,West Kimberly,Georgia,False,2007
1994-05-19,Bangladesh,Armenia,4,0,SAFF Championship,Lake Denise,Ghana,False,2023
1994-05-20,Botswana,Jamaica,4,0,FIFA World Cup qualification,Johnsonbury,Republic of Ireland,True,2020
1994-05-20,Réunion,Mozambique,2,0,African Games,Baxterport,Papua New Guinea,True,2005
1994-05-21,Finland,Norway,2,2,UEFA Euro qualification,Vantaa,Finland,False,1994
1994-05-22,Latvia,Sweden,0,5,UEFA Euro qualification,Ozolnieki,Latvia,False,1994
1994-05-22,Iran,Azerbaijan,1,0,FIFA World Cup qualification,South Carolhaven,Fiji,False,2024
1994-05-22,Wales,Croatia,1,2,UEFA Euro qualification,Deeside,Wales,False,1994
1994-05-23,Canada,Liechtenstein,2,0,Copa América,Simsstad,China PR,False,2012
1994-05-25,Venezuela,Canada,1,1,Friendly,Barneschester,Fiji,False,2009
1994-05-25,Bulgaria,Denmark,0,4,UEFA Euro qualification,Kiustendil,Bulgaria,False,1994
1994-05-27,Japan,Switzerland,1,0,UEFA Euro qualification,West Alexandraburgh,South Korea,False,2000
1994-05-27,Iceland,Belgium,2,6,AFF Championship,Hartburgh,Kosovo,True,2014
1994-05-27,Israel,Japan,5,0,Pacific Games,New John,Tanzania,False,2017
1994-05-27,Brazil,Puerto Rico,1,2,WAFU Zone B Cup,Robinsonhaven,Portugal,False,2019
1994-05-28,United States,Turkey,5,0,FIFA World Cup qualification,Schmidtstad,Turkey,False,2023
1994-05-28,Haiti,Lesotho,1,0,Asian Games,Smithchester,Vietnam,True,2022
1994-05-29,Portugal,Scotland,8,2,UEFA Euro qualification,Barreiro,Portugal,False,1994
1994-05-29,Slovenia,Spain,0,8,UEFA Euro qualification,Slovenia,Slovenia,False,1994
1994-05-29,Iceland,Greece,3,0,UEFA Euro qualification,Reykjavík,Iceland,False,1994
1994-05-30,Mozambique,Tanzania,2,1,Friendly,New David,Russia,True,2014
1994-05-30,Costa Rica,Austria,2,0,AFC Olympic Qualifying Tournament,Alexisland,Japan,False,2020
1994-05-31,Russia,Latvia,4,0,Southeast Asian Games,Samanthaburgh,Finland,False,2015
1994-06-01,United States,Montenegro,1,0,UEFA Nations League,Brookeville,United States,True,2008
1994-06-02,Croatia,Germany,0,7,UEFA Euro qualification,Zagreb,Croatia,False,1994
1994-06-02,India,Switzerland,1,7,OFC Nations Cup qualification,Port Thomas,Australia,True,2023
1994-06-03,Belarus,Belgium,1,0,Turkish Women's Cup,Patrickborough,Congo,True,2022
1994-06-03,Australia,Estonia,1,1,FIFA World Cup qualification,South Tammy,Costa Rica,False,2018
1994-06-04,Norway,Finland,4,0,UEFA Euro qualification,Oslo,Norway,False,1994
1994-06-05,Brazil,Italy,1,0,COSAFA Championship,Arroyoberg,Vietnam,True,2017
1994-06-05,Scotland,Hungary,1,1,Friendly,Carolbury,Greece,False,2021
1994-06-06,Croatia,Mali,5,1,FIFA World Cup,Lake Kristaton,Australia,False,2006
1994-06-07,England,Bosnia and Herzegovina,1,0,Turkish Women's Cup,East Jennifer,Costa Rica,True,2021
1994-06-07,Philippines,Japan,1,8,Peace Queen Cup,North Anna,Vietnam,False,2003
1994-06-09,Taiwan,Mauritius,4,0,AFC Championship,Williamsside,Rwanda,True,2015
1994-06-09,Bahrain,Indonesia,5,15,FIFA World Cup qualification,Walkerville,Belarus,False,2022
1994-06-11,Italy,Portugal,1,2,UEFA Euro qualification,Carrara,Italy,False,1994
1994-06-12,Sweden,Malaysia,1,2,COSAFA Championship,Lake Dannytown,Belgium,True,2024
1994-06-12,Cuba,Malaysia,1,7,CONCACAF Championship qualification,Rubioberg,Japan,True,2020
1994-06-12,Norway,Sweden,4,0,Island Games,Huberburgh,Portugal,False,2005
1994-06-14,Russia,Romania,1,0,UEFA Euro qualification,Selyatino,Russia,False,1994
1994-06-14,Hungary,Philippines,1,3,CONCACAF Championship qualification,Pattonhaven,Netherlands,True,2023
1994-06-15,China PR,Canada,3,0,Algarve Cup,Marcusville,South Africa,False,2020
1994-06-15,Sweden,Slovakia,6,0,UEFA Euro qualification,Gävle,Sweden,False,1994
1994-06-15,Serbia,Serbia,7,0,Friendly,West Timothy,United States,False,2018
1994-06-15,Denmark,Lithuania,11,0,UEFA Euro qualification,Idestrup,Denmark,False,1994
1994-06-16,Kazakhstan,Afghanistan,5,0,African Championship,Lake Ruthborough,Solomon Islands,True,2009
1994-06-16,Bulgaria,Hong Kong,1,2,COSAFA Championship,Port Keithberg,India,True,2014
1994-06-17,Spain,Norway,2,0,FIFA World Cup qualification,East Reneechester,Estonia,False,2010
1994-06-17,Botswana,Italy,1,11,AFF Championship,East Brianberg,Austria,False,2009
1994-06-17,Slovakia,Antigua and Barbuda,1,2,OFC Championship,Craigside,Netherlands,True,2003
1994-06-19,North Korea,Trinidad and Tobago,3,0,Four Nations Tournament,Jilltown,China PR,False,2016
1994-06-19,Finland,Czech Republic,4,0,UEFA Euro qualification,Vantaa,Finland,False,1994
1994-06-20,Bosnia and Herzegovina,Czech Republic,2,7,Aphrodite Cup,New Eric,Canada,True,2009
1994-06-21,Malta,Argentina,3,0,UNIFFAC Cup,Adamland,Greece,True,2021
1994-06-21,Mauritius,Vietnam,1,12,Friendly,Anthonyborough,Tanzania,False,2021
1994-06-23,Slovakia,South Sudan,2,0,FIFA World Cup qualification,Scottmouth,Trinidad and Tobago,False,2020
1994-06-24,Iceland,El Salvador,3,0,Indian Ocean Island Games,Lisamouth,Vietnam,True,2010
1994-06-24,Spain,Canada,1,12,AFC Olympic Qualifying Tournament,South Willieview,Azerbaijan,True,2002
1994-06-25,Greece,Slovakia,3,2,COSAFA Championship,New Brenda,Portugal,False,2016
1994-06-25,Zimbabwe,Japan,2,0,AFC Championship,Benjaminside,Gambia,True,2023
1994-06-26,Myanmar,Denmark,7,0,FIFA World Cup qualification,West Bonniemouth,Kosovo,True,2018
1994-06-27,China PR,Eswatini,1,1,African Cup of Nations qualification,West Nicole,Bahrain,False,2023
1994-06-27,Poland,Nicaragua,1,4,UEFA Euro qualification,New Jennifer,Northern Ireland,False,2016
1994-06-28,Papua New Guinea,Malaysia,3,2,Friendly,South Natalie,Mongolia,True,2024
1994-06-28,Wales,Japan,5,1,African Championship qualification,Lake Williamville,Norway,False,2013
1994-06-29,Myanmar,Vietnam,2,2,CONCACAF Gold Cup qualification,Port Sharon,Spain,True,2015
1994-06-30,Dominica,South Africa,2,7,UEFA Euro,Angelaside,Luxembourg,True,2012
1994-07-02,Russia,Ethiopia,2,1,UEFA Euro,South Ann,Suriname,False,2024
1994-07-02,Maldives,South Korea,1,1,Algarve Cup,Port Glennland,China PR,True,2013
1994-07-04,Finland,Romania,1,20,Pan American Games,Parkerside,Austria,False,2001
1994-07-06,Dominican Republic,Bangladesh,1,8,FIFA World Cup qualification,West Gregory,Fiji,True,2012
1994-07-09,Belgium,Uzbekistan,1,0,OFC Nations Cup qualification,Krystaltown,Malta,True,2020
1994-07-10,Poland,Lithuania,3,0,FIFA World Cup qualification,New Sherichester,France,False,2010
1994-07-10,Estonia,England,1,0,Friendly,East Julieside,Sweden,False,2020
1994-07-11,Cameroon,Japan,4,0,Friendly,Parkerburgh,Wales,False,2018
1994-07-11,Iceland,Chile,3,1,Copa América,Port Stevenmouth,Jamaica,True,2020
1994-07-12,Portugal,Iceland,2,0,African Championship,Jamesborough,Netherlands,False,2002
1994-07-13,Bulgaria,Guatemala,1,0,FIFA World Cup,East Davidside,Belize,True,2017
1994-07-14,Italy,Mexico,1,4,Island Games,West Shannonland,Portugal,False,2000
1994-07-15,Barbados,Myanmar,2,1,Friendly,Bakershire,Vietnam,False,2023
1994-07-15,Taiwan,Myanmar,1,0,CAF Olympic Qualifying Tournament,Lauraborough,Switzerland,False,2024
1994-07-15,Nigeria,Portugal,3,3,FIFA World Cup,Ronaldbury,Spain,True,2014
1994-07-16,Malta,South Korea,1,0,African Championship,South Robert,England,True,2021
1994-07-16,Papua New Guinea,Hungary,2,1,Island Games,Port Mandyfurt,Australia,True,2021
1994-07-18,United States,Romania,3,0,CONCACAF Olympic Qualifying Tournament,Port Donaldport,Cyprus,True,2024
1994-07-20,Peru,Russia,2,6,UEFA Euro qualification,Port Cynthia,Philippines,False,2009
1994-07-20,Belarus,Russia,3,2,FIFA World Cup,Gavinborough,Indonesia,False,2006
1994-07-21,Paraguay,Germany,1,4,AFC Asian Cup,West Laura,Kosovo,False,2020
1994-07-22,Serbia,China PR,3,0,Pacific Games,North Madelineshire,United States,True,2011
1994-07-22,United States,Slovenia,3,1,Pinatar Cup,Nixonshire,Cyprus,False,2020
1994-07-23,Thailand,Angola,2,4,Island Games,Dianeton,Cameroon,False,2007
1994-07-24,Venezuela,Trinidad and Tobago,1,0,OFC Nations Cup,Kennedyton,North Korea,False,2000
1994-07-26,Norway,Wales,1,0,AFC Olympic Qualifying Tournament,North Haley,Norway,False,2024
1994-07-27,Ukraine,Canada,3,0,AFC Olympic Qualifying Tournament,Jenniferside,Germany,True,2004
1994-07-29,Germany,Norway,2,4,African Championship,Bishopberg,Belgium,False,2011
1994-07-29,Haiti,Indonesia,4,0,African Cup of Nations qualification,Jessicachester,Croatia,False,2018
1994-07-29,Montenegro,Myanmar,1,4,Asian Games,Weavertown,Thailand,False,2008
1994-07-30,China PR,Wales,2,6,CONCACAF Gold Cup,Port Michaelville,South Africa,True,2007
1994-08-01,Puerto Rico,Angola,1,4,International Tournament,Parkstown,Slovenia,False,2003
1994-08-02,Wales,South Africa,4,0,FIFA World Cup qualification,South Jo,Zimbabwe,False,2012
1994-08-04,Norway,Germany,1,15,FIFA World Cup qualification,West Shannon,Portugal,True,2024
1994-08-05,Timor-Leste,Uganda,1,6,Peace Queen Cup,Houstonchester,United Arab Emirates,True,2019
1994-08-05,Russia,Sweden,3,23,UEFA Euro qualification,Lake Scott,Zimbabwe,False,2017
1994-08-06,Taiwan,Denmark,2,0,WAFF Championship,Webbfurt,Netherlands,True,2006
1994-08-07,Philippines,Nicaragua,6,0,Southeast Asian Games,New Tammy,Switzerland,False,2024
1994-08-09,Greece,Nicaragua,2,2,Friendly,Port Staceybury,South Africa,False,2023
1994-08-10,Bosnia and Herzegovina,Switzerland,2,0,FIFA World Cup,South Jackville,Canada,False,2016
1994-08-10,Paraguay,Australia,1,0,Asian Games,Brianview,Algeria,False,2011
1994-08-11,India,Zambia,3,1,UEFA Euro qualification,Jerrystad,United States,False,2019
1994-08-13,Canada,Jamaica,7,0,CONCACAF Championship,Montreal,Canada,False,1994
1994-08-13,United States,Mexico,9,0,CONCACAF Championship,Montreal,Canada,True,1994
1994-08-14,Iceland,Nigeria,5,4,CONCACAF Championship qualification,Aaronmouth,New Zealand,True,2015
1994-08-15,Lesotho,Israel,1,1,CONCACAF Gold Cup qualification,Elizabethstad,India,True,2010
1994-08-15,Canada,Mexico,6,0,CONCACAF Championship,Montreal,Canada,False,1994
1994-08-15,Trinidad and Tobago,Jamaica,2,1,CONCACAF Championship,Montreal,Canada,True,1994
1994-08-16,Denmark,Czech Republic,1,1,UEFA Euro qualification,New Patriciaton,France,False,2020
1994-08-16,Nigeria,Palestine,2,0,Olympic Games,North Vernonfort,United States,False,2009
1994-08-17,Norway,Burundi,1,2,African Cup of Nations qualification,Jonesshire,Italy,True,2022
1994-08-17,Mexico,Jamaica,3,1,CONCACAF Championship,Montreal,Canada,True,1994
1994-08-17,Haiti,Taiwan,2,10,FIFA World Cup,North Richard,DR Congo,False,2003
1994-08-17,Senegal,Italy,2,2,Pan American Games,Port Dustinstad,Taiwan,False,2020
1994-08-17,United States,Trinidad and Tobago,11,1,CONCACAF Championship,Montreal,Canada,True,1994
1994-08-17,United States,Germany,4,0,Friendly,Elainehaven,United States,False,2021
1994-08-17,Aruba,Pakistan,1,0,Pan American Games,Rosebury,Venezuela,False,2008
1994-08-19,Canada,Trinidad and Tobago,5,0,CONCACAF Championship,Montreal,Canada,False,1994
1994-08-19,United States,Jamaica,10,0,CONCACAF Championship,Montreal,Canada,True,1994
1994-08-20,Portugal,New Zealand,2,3,International Tournament,New Stephanie,Kazakhstan,False,2011
1994-08-20,Bangladesh,Hungary,3,0,FIFA World Cup qualification,Flemingborough,Ivory Coast,True,2014
1994-08-21,Spain,Hungary,3,0,Friendly,Deniseberg,Netherlands,False,2023
1994-08-21,Ukraine,Poland,3,0,UEFA Euro qualification,Ukraine,Ukraine,False,1994
1994-08-21,England,South Africa,1,12,Copa América,Petersonmouth,Kazakhstan,True,2014
1994-08-21,Canada,United States,0,6,CONCACAF Championship,Montreal,Canada,False,1994
1994-08-21,Mexico,Trinidad and Tobago,3,3,CONCACAF Championship,Montreal,Canada,True,1994
1994-08-22,Japan,Mozambique,1,21,Friendly,Ryanberg,Moldova,True,2023
1994-08-22,Argentina,South Korea,4,1,Friendly,Websterland,China PR,False,2020
1994-08-24,Norway,South Korea,2,0,Pacific Games,Diazfort,Lithuania,False,2010
1994-08-24,Italy,Colombia,1,5,Algarve Cup,Lake Phillip,Germany,False,2009
1994-08-24,Greece,Jamaica,1,10,CONCACAF Gold Cup qualification,North Alexbury,South Africa,False,2007
1994-08-25,Norway,Bahrain,2,0,AFC Asian Cup qualification,East Deborahshire,Isle of Man,False,2021
1994-08-25,Cuba,Solomon Islands,1,1,CONCACAF Olympic Qualifying Tournament qualification,Wellsside,Myanmar,False,2005
1994-08-26,Croatia,Finland,1,1,UEFA Euro qualification,South Christina,United States,True,2017
1994-08-27,Kyrgyzstan,Guernsey,1,7,Friendly,East Brian,Papua New Guinea,True,2016
1994-08-27,Canada,Switzerland,3,0,Friendly,Troyfort,Iceland,False,2015
1994-08-27,Republic of Ireland,South Africa,2,1,African Championship qualification,Mclaughlinborough,Hungary,True,2013
1994-08-28,Jamaica,South Africa,1,0,CONCACAF Championship qualification,Julietown,El Salvador,True,2013
1994-08-28,Namibia,Singapore,1,2,Baltic Cup,New Erichaven,Saudi Arabia,False,2019
1994-08-29,Portugal,Iceland,3,0,Friendly,Lake Stevenchester,Tanzania,True,2021
1994-08-29,Czech Republic,Japan,3,0,Friendly,Port Michael,France,False,2012
1994-08-30,Myanmar,Finland,1,9,UEFA Nations League,Davidton,Czech Republic,False,2006
1994-08-30,Germany,Luxembourg,6,0,SAFF Women's Friendly Tournament,Port Andrewfort,Malta,True,2023
1994-08-30,Denmark,Ecuador,1,0,FIFA World Cup qualification,New Richard,China PR,False,2021
1994-08-31,Faroe Islands,Estonia,1,0,Friendly,South Donald,Lithuania,False,2022
1994-08-31,Trinidad and Tobago,Malaysia,1,5,UEFA Nations League,Amandaberg,Denmark,False,2021
1994-09-02,Romania,Denmark,1,2,AFC Olympic Qualifying Tournament,East Ericbury,England,False,2019
1994-09-03,Romania,Poland,3,0,UEFA Euro qualification,Romania,Romania,False,1994
1994-09-04,Burundi,Colombia,3,1,COSAFA Championship,South Joshua,Romania,False,1998
1994-09-06,Germany,Sweden,2,0,UEFA Euro qualification,East Nicholaschester,Germany,False,2012
1994-09-07,Republic of Ireland,Colombia,2,0,UEFA Euro qualification,Port Caitlinmouth,England,False,2024
1994-09-07,United States,Singapore,1,0,FIFA World Cup qualification,East Katelyn,Belgium,False,2021
1994-09-08,Denmark,Czech Republic,6,0,UEFA Nations League,East Kathyfort,Guadeloupe,True,2023
1994-09-08,Portugal,Spain,3,1,AFC Asian Cup,Michaelfort,Netherlands,False,2000
1994-09-09,Australia,Latvia,1,1,Friendly,Port Shelly,Myanmar,False,2019
1994-09-09,United States,Colombia,3,4,Friendly,Jonathanborough,United States,False,2013
1994-09-10,Hungary,Czech Republic,4,4,UEFA Euro qualification,Kecskemét,Hungary,False,1994
1994-09-10,Nigeria,Russia,3,1,FIFA World Cup qualification,New Haleymouth,Italy,False,2011
1994-09-11,Bangladesh,Slovakia,2,0,CONCACAF Championship qualification,Port Paul,Austria,False,2016
1994-09-11,Romania,Laos,2,0,UEFA Euro qualification,Port Alexandra,Egypt,False,2022
1994-09-11,Sudan,England,1,12,Friendly,Poolechester,Turkey,False,2017
1994-09-11,Lithuania,Azerbaijan,3,2,FIFA World Cup qualification,East Alicia,Denmark,True,2014
1994-09-12,Azerbaijan,China PR,1,1,UEFA Euro qualification,West Robertbury,United States,False,2007
1994-09-12,Netherlands,Australia,3,1,UEFA Nations League,Lake Melissabury,Turkey,False,2024
1994-09-13,Belgium,Hungary,3,0,Friendly,Kristinside,Italy,False,2016
1994-09-13,Papua New Guinea,Ecuador,1,1,Friendly,Josephmouth,Vietnam,True,2019
1994-09-14,Turkey,Czech Republic,6,0,Turkish Women's Cup,Tamaraville,South Africa,False,2020
1994-09-14,Jordan,Italy,1,2,Friendly,Denniston,Czech Republic,False,2023
1994-09-14,Spain,Uruguay,4,0,OFC Championship,Lake Haley,Poland,True,2012
1994-09-15,Latvia,Mongolia,6,0,Central American Games,Lake Jenniferland,China PR,True,2020
1994-09-15,Tonga,Mexico,2,4,FIFA World Cup qualification,West Rebeccabury,Mongolia,True,2024
1994-09-15,Australia,Hungary,2,3,FIFA World Cup,Webermouth,China PR,False,2005
1994-09-15,Romania,Mexico,2,2,South Asian Games,Kathrynview,Hungary,True,2020
1994-09-16,Belgium,India,1,6,FIFA World Cup qualification,Danielhaven,Turkey,False,2007
1994-09-16,Suriname,Switzerland,4,0,UEFA Euro qualification,New Jacobfort,Bulgaria,True,2023
1994-09-17,Burundi,Nepal,5,0,Island Games,Whiteheadchester,Fiji,False,2009
1994-09-18,Russia,Ukraine,2,1,UEFA Euro qualification,Voronezh,Russia,False,1994
1994-09-19,Slovenia,Austria,2,0,AFF Championship,Port Meaganfort,Wales,True,2010
1994-09-20,Argentina,Malta,3,0,FIFA World Cup qualification,West John,South Africa,False,2016
1994-09-21,Germany,Croatia,8,0,UEFA Euro qualification,Sindelfingen,Germany,False,1994
1994-09-21,Myanmar,Mexico,4,0,Southeast Asian Games,North Courtneymouth,Philippines,False,2006
1994-09-21,Slovakia,Latvia,3,1,UEFA Euro qualification,Slovakia,Slovakia,False,1994
1994-09-22,Costa Rica,Myanmar,1,1,UEFA Euro qualification,Rushburgh,Austria,False,2023
1994-09-24,Czech Republic,Norway,0,9,UEFA Euro qualification,Prague,Czech Republic,False,1994
1994-09-24,Hungary,Finland,0,1,UEFA Euro qualification,Hungary,Hungary,False,1994
1994-09-24,Colombia,Jamaica,1,0,FIFA World Cup qualification,Johnsonberg,Nepal,True,2013
1994-09-24,Serbia,Montenegro,1,0,Friendly,Isaacbury,Japan,False,2013
1994-09-24,Netherlands,Iceland,0,1,UEFA Euro qualification,Rotterdam,Netherlands,False,1994
1994-09-24,Japan,Uzbekistan,3,4,CONCACAF Championship,New Scottport,Portugal,True,2018
1994-09-25,Germany,Switzerland,11,0,UEFA Euro qualification,Weingarten,Germany,False,1994
1994-09-25,Sweden,Slovenia,2,6,Friendly,Brittanyshire,Malta,False,2023
1994-09-25,Costa Rica,Cuba,1,0,Copa América,Port Ambermouth,Saint Lucia,False,2011
1994-09-25,Thailand,Chile,1,0,Istria Cup,Moralesport,Nigeria,True,1999
1994-09-25,Poland,Russia,1,2,UEFA Euro qualification,Wronki,Poland,False,1994
1994-09-25,Scotland,France,0,3,UEFA Euro qualification,Aberdeen,Scotland,False,1994
1994-09-26,Papua New Guinea,Japan,3,0,African Cup of Nations qualification,Jessicahaven,Jamaica,False,2019
1994-09-26,France,India,2,0,Friendly,North Claytonside,China PR,False,2022
1994-09-26,Tajikistan,Togo,2,13,Pacific Games,North Margaret,New Caledonia,False,2023
1994-09-27,Vietnam,Curaçao,2,5,African Championship qualification,Victorton,Czech Republic,False,2013
1994-09-27,Turkmenistan,Eswatini,2,1,Friendly,North Craigshire,Fiji,True,2023
1994-09-28,Uganda,Philippines,1,0,Friendly,South Benjaminmouth,Portugal,True,2023
1994-09-28,Greece,Iceland,1,6,UEFA Euro qualification,Katerini,Greece,False,1994
1994-09-28,Romania,Ukraine,5,0,UEFA Euro qualification,Romania,Romania,False,1994
1994-09-29,Papua New Guinea,North Korea,2,1,Island Games,Lake Jonathanfort,Venezuela,False,2012
1994-09-30,Zimbabwe,American Samoa,1,1,SAFF Championship,Jamesshire,Uganda,False,2009
1994-10-01,Slovenia,France,4,0,Baltic Cup,Deannaburgh,Jamaica,False,2009
1994-10-01,Canada,South Korea,2,0,WAFF Championship,Dominguezview,China PR,True,2022
1994-10-02,Belgium,Slovakia,1,0,FIFA World Cup qualification,East Karenview,United States,False,2015
1994-10-02,Vietnam,Haiti,2,3,African Cup of Nations qualification,Jessicaport,Egypt,False,2003
1994-10-03,Taiwan,China PR,0,5,Asian Games,Fukuyama,Japan,True,1994
1994-10-03,Belarus,Luxembourg,1,9,Central American and Caribbean Games,Lake Stanley,Bermuda,True,2019
1994-10-04,Japan,South Korea,5,0,Asian Games,Fukuyama,Japan,False,1994
1994-10-05,Lithuania,Ukraine,1,4,AFF Championship,Jennyfurt,El Salvador,False,2008
1994-10-05,Thailand,Samoa,2,4,CAF Olympic Qualifying Tournament,Cristinaborough,Uruguay,False,2023
1994-10-06,Japan,Taiwan,3,0,Asian Games,Fukuyama,Japan,False,1994
1994-10-07,China PR,South Korea,2,0,Asian Games,Fukuyama,Japan,True,1994
1994-10-08,Paraguay,Indonesia,1,0,UEFA Euro qualification,Marshallfurt,Portugal,True,2020
1994-10-08,Netherlands,Lesotho,2,0,FIFA World Cup qualification,Isaacborough,Netherlands,True,2018
1994-10-08,Iceland,England,1,2,UEFA Euro qualification,Reykjavík,Iceland,False,1994
1994-10-09,Puerto Rico,Bosnia and Herzegovina,1,0,UEFA Euro qualification,Lake Laura,Shetland,False,2016
1994-10-09,Taiwan,South Korea,2,0,Asian Games,Fukuyama,Japan,True,1994
1994-10-09,Russia,Germany,0,1,UEFA Euro qualification,Selyatino,Russia,False,1994
1994-10-10,United States,Sweden,5,0,Friendly,Biancamouth,Cyprus,False,2023
1994-10-10,Japan,China PR,1,1,Asian Games,Fukuyama,Japan,False,1994
1994-10-10,Poland,Spain,2,0,Copa América,Anthonyberg,Montenegro,False,2021
1994-10-11,Malta,Morocco,1,13,CONCACAF Championship qualification,New Samanthabury,Poland,False,2020
1994-10-11,United Arab Emirates,Denmark,1,2,UEFA Euro qualification,East Alexanderland,Armenia,False,2021
1994-10-11,Suriname,El Salvador,1,1,Pacific Games,Aaronton,Romania,True,2020
1994-10-12,Japan,China PR,0,2,Asian Games,Fukuyama,Japan,False,1994
1994-10-13,Lebanon,Northern Ireland,1,1,Friendly,North Charles,Costa Rica,True,2019
1994-10-14,Denmark,Finland,1,7,African Cup of Nations,Jacquelinehaven,Germany,False,2023
1994-10-14,New Zealand,Australia,2,1,OFC Championship,Port Moresby,Papua New Guinea,True,1994
1994-10-14,Bermuda,American Samoa,1,16,African Championship,West Katrinaside,China PR,True,2022
1994-10-15,Indonesia,South Sudan,1,0,African Championship,Mitchellstad,Chile,False,2016
1994-10-15,Denmark,Sweden,2,0,UEFA Euro qualification,Hjørring,Denmark,False,1994
1994-10-15,Italy,Norway,1,3,UEFA Euro qualification,Mantova,Italy,False,1994
1994-10-15,Papua New Guinea,New Zealand,0,2,OFC Championship,Port Moresby,Papua New Guinea,False,1994
1994-10-16,Papua New Guinea,Australia,0,7,OFC Championship,Port Moresby,Papua New Guinea,False,1994
1994-10-17,Spain,Romania,1,2,UEFA Euro qualification,Pollardstad,South Korea,False,2019
1994-10-18,Australia,New Zealand,1,0,OFC Championship,Port Moresby,Papua New Guinea,True,1994
1994-10-19,Turkey,Denmark,1,3,FIFA World Cup qualification,West Gregory,Netherlands,False,2002
1994-10-19,Papua New Guinea,Australia,0,4,OFC Championship,Port Moresby,Papua New Guinea,False,1994
1994-10-19,Ukraine,Nicaragua,6,0,Arab Cup,Cynthiafurt,Cyprus,False,2017
1994-10-20,Japan,Guyana,2,10,Central American Games,Collinfurt,Australia,False,2020
1994-10-20,Papua New Guinea,New Zealand,0,6,OFC Championship,Port Moresby,Papua New Guinea,False,1994
1994-10-21,Russia,Austria,1,0,Cyprus Cup,North Samuel,United States,False,2013
1994-10-21,South Africa,Russia,1,1,FIFA World Cup,New Carlstad,Scotland,False,2010
1994-10-21,Italy,Netherlands,1,8,AFC Olympic Qualifying Tournament,Susanview,Cyprus,False,2009
1994-10-24,Brazil,Singapore,2,0,Asian Games,Port Sandra,Algeria,False,2020
1994-10-25,Turkey,Denmark,1,0,FIFA World Cup qualification,Salazarmouth,Indonesia,False,2005
1994-10-27,Germany,Russia,4,0,UEFA Euro qualification,Osnabrück,Germany,False,1994
1994-10-27,Honduras,Central African Republic,1,1,WAFU Zone A Cup,New Lesliefort,Cambodia,False,2020
1994-10-28,Norway,Romania,1,3,UEFA Euro qualification,New Carolynport,England,False,2014
1994-10-28,Australia,Belgium,1,2,African Cup of Nations qualification,South Kristachester,Iceland,True,2018
1994-10-29,Sweden,Denmark,3,0,UEFA Euro qualification,Malmö,Sweden,False,1994
1994-10-29,Norway,Italy,4,2,UEFA Euro qualification,Oslo,Norway,False,1994
1994-10-29,Rwanda,Vietnam,2,11,UEFA Euro qualification,Susanhaven,Bosnia and Herzegovina,True,2016
1994-10-30,England,Iceland,2,1,UEFA Euro qualification,Brighton,England,False,1994
1994-10-30,Nicaragua,South Korea,2,4,Cyprus Cup,Lake Chelsealand,Greece,False,2020
1994-10-31,Denmark,Costa Rica,2,0,UEFA Euro qualification,North Jennifer,United States,True,2023
1994-11-01,Italy,United States,6,0,FIFA World Cup,Port Tiffanymouth,Latvia,True,1998
1994-11-02,Cameroon,Peru,4,0,WAFF Championship,Lake Michael,Nicaragua,True,2022
1994-11-02,Vietnam,Tanzania,4,0,Arnold Clark Cup,Griffithberg,New Zealand,True,2010
1994-11-03,South Africa,Portugal,1,7,FIFA World Cup qualification,Port Christinehaven,Brazil,False,2003
1994-11-04,Peru,Serbia,1,1,Arnold Clark Cup,Santiagoborough,Romania,False,2020
1994-11-05,South Africa,Zambia,5,3,African Championship,South Africa,South Africa,False,1994
1994-11-05,Sweden,England,2,1,OFC Nations Cup,Port Tylerside,Croatia,True,2012
1994-11-06,Canada,Spain,3,0,UEFA Nations League,Hudsonstad,England,True,2003
1994-11-06,Nigeria,Sierra Leone,9,0,African Championship,Lagos,Nigeria,False,1994
1994-11-06,Myanmar,England,3,1,Algarve Cup,Russellbury,Australia,True,2023
1994-11-07,Austria,India,1,3,Pan American Games,Burnettstad,Croatia,False,2015
1994-11-07,Poland,Northern Ireland,1,3,COSAFA Championship,West Donaldhaven,Ivory Coast,False,2009
1994-11-11,Zambia,Uruguay,4,0,Island Games,Harrisonshire,Brazil,True,2017
1994-11-11,Papua New Guinea,Iran,2,0,Island Games,North Richard,Qatar,False,2012
1994-11-13,Norway,Tanzania,2,0,UEFA Euro qualification,East Randall,Guernsey,False,2022
1994-11-13,Hong Kong,Uzbekistan,3,0,UEFA Nations League,North Yesenialand,Colombia,False,2019
