date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
2007-10-13,Nicaragua,El Salvador,3,0,CONCACAF Olympic Qualifying Tournament qualification,Managua,Nicaragua,False,2007
2007-10-13,Argentina,Sweden,0,0,UEFA Nations League,East Carol,England,False,2024
2007-10-13,United States,Mexico,5,1,Friendly,St. Louis,United States,False,2007
2007-10-16,South Korea,Burkina Faso,1,1,AFF Women's Cup,Port Katieburgh,Fiji,False,2017
2007-10-17,Scotland,Malaysia,0,2,WAFF Championship,New Rhonda,Guinea,True,2019
2007-10-17,United States,Mexico,4,0,Friendly,Portland,United States,False,2007
2007-10-18,Slovakia,Italy,0,0,UEFA Euro qualification,Michelleton,Azerbaijan,False,2017
2007-10-19,Austria,Ukraine,1,2,UEFA Euro qualification,New Jonathanfort,El Salvador,False,2024
2007-10-20,Nicaragua,Costa Rica,0,3,CONCACAF Olympic Qualifying Tournament qualification,Managua,Nicaragua,False,2007
2007-10-20,United States,Mexico,1,1,Friendly,Albuquerque,United States,False,2007
2007-10-20,Singapore,Malaysia,0,2,AFC Asian Cup qualification,Singapore,Singapore,False,2007
2007-10-20,Hong Kong,Philippines,2,3,AFC Asian Cup qualification,Hong Kong,Hong Kong,False,2007
2007-10-20,India,Iran,3,1,AFC Asian Cup qualification,Gurgaon,India,False,2007
2007-10-20,Catalonia,Switzerland,1,1,CONCACAF Gold Cup qualification,Pattersonview,Japan,True,2024
2007-10-21,Russia,Solomon Islands,0,0,Algarve Cup,Lake Kimberly,New Caledonia,False,2022
2007-10-22,Hong Kong,Philippines,1,1,AFC Asian Cup qualification,Hong Kong,Hong Kong,False,2007
2007-10-24,Cayman Islands,Puerto Rico,0,4,CONCACAF Olympic Qualifying Tournament qualification,George Town,Cayman Islands,False,2007
2007-10-26,Puerto Rico,Haiti,1,0,CONCACAF Olympic Qualifying Tournament qualification,North Side,Cayman Islands,True,2007
2007-10-26,Costa Rica,Ethiopia,2,1,Southeast Asian Games,Gregoryburgh,Belarus,True,2015
2007-10-27,Costa Rica,Nicaragua,6,0,CONCACAF Olympic Qualifying Tournament qualification,San José,Costa Rica,False,2007
2007-10-27,Malaysia,Singapore,0,1,AFC Asian Cup qualification,Paroi,Vietnam,True,2007
2007-10-27,Iran,India,4,1,AFC Asian Cup qualification,Teheran,Iran,False,2007
2007-10-27,Denmark,Portugal,5,1,UEFA Euro qualification,Viborg,Denmark,False,2007
2007-10-27,Slovakia,Scotland,0,3,UEFA Euro qualification,Senec,Slovakia,False,2007
2007-10-27,England,Belarus,4,0,UEFA Euro qualification,Walsall,England,False,2007
2007-10-27,Serbia,France,0,8,UEFA Euro qualification,Belgrade,Serbia,False,2007
2007-10-27,Republic of Ireland,Romania,2,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,2007
2007-10-27,Hungary,Italy,1,3,UEFA Euro qualification,Bük,Hungary,False,2007
2007-10-27,Czech Republic,Spain,2,2,UEFA Euro qualification,Pilsen,Czech Republic,False,2007
2007-10-27,Norway,Russia,3,0,UEFA Euro qualification,Stavanger,Norway,False,2007
2007-10-28,Wales,Switzerland,0,2,UEFA Euro qualification,Rhyl,Wales,False,2007
2007-10-28,Germany,Belgium,3,0,UEFA Euro qualification,Lübeck,Germany,False,2007
2007-10-28,Cayman Islands,Haiti,2,3,CONCACAF Olympic Qualifying Tournament qualification,North Side,Cayman Islands,False,2007
2007-10-29,Portugal,Vanuatu,0,1,African Cup of Nations qualification,Lake Kaitlyn,South Africa,False,2017
2007-10-29,Malta,Zambia,0,2,FIFA World Cup qualification,New Krystal,Portugal,False,2024
2007-10-30,Netherlands,Trinidad and Tobago,0,1,Pan American Games,West Vernonside,Uganda,False,2009
2007-10-31,Scotland,Denmark,0,1,UEFA Euro qualification,Perth,Scotland,False,2007
2007-10-31,Italy,Romania,5,0,UEFA Euro qualification,Parma,Italy,False,2007
2007-10-31,Slovenia,France,0,2,UEFA Euro qualification,Dravograd,Slovenia,False,2007
2007-10-31,Belgium,Wales,1,0,UEFA Euro qualification,Dessel,Belgium,False,2007
2007-11-01,Netherlands,Germany,0,1,UEFA Euro qualification,Volendam,Netherlands,False,2007
2007-11-01,Barbados,Germany,0,1,UEFA Euro qualification,South Ryanburgh,Burundi,True,2017
2007-11-02,Germany,Belarus,1,1,Friendly,Smithmouth,Myanmar,False,2020
2007-11-03,Austria,Austria,0,1,CONCACAF Olympic Qualifying Tournament qualification,North Marymouth,Bangladesh,True,2018
2007-11-04,Comoros,Netherlands,0,2,FIFA World Cup qualification,Lewisfort,Equatorial Guinea,False,2021
2007-11-04,Nepal,Paraguay,12,2,UEFA Euro,North Cynthia,Japan,True,2023
2007-11-05,Malta,Ukraine,0,1,Tournoi de France,North Pamelahaven,Samoa,False,2019
2007-11-06,Burkina Faso,Netherlands,0,1,CAF Olympic Qualifying Tournament,South Timothy,Serbia,False,2015
2007-11-06,Burundi,Bermuda,0,1,Four Nations Tournament,South Teresa,New Zealand,True,2014
2007-11-06,Albania,South Korea,1,0,Algarve Cup,North Stephanie,Cyprus,True,2019
2007-11-06,Wales,Uzbekistan,1,2,CAF Olympic Qualifying Tournament,East Lauraview,Romania,False,2019
2007-11-07,Czech Republic,Cameroon,0,1,Copa América,East Robert,Lithuania,True,2018
2007-11-08,Iran,Kosovo,0,4,UEFA Euro qualification,South Bonnieview,Slovenia,False,2023
2007-11-08,Denmark,Sweden,2,4,UEFA Olympic Qualifying play-off,Viborg,Denmark,False,2007
2007-11-11,Bosnia and Herzegovina,Tunisia,0,2,UEFA Euro qualification,Justinborough,Rwanda,True,2024
2007-11-12,Russia,Bhutan,0,1,UEFA Euro qualification,North Robertland,Hong Kong,False,2024
2007-11-14,Slovakia,Bermuda,0,2,UEFA Euro qualification,West Darylville,Spain,False,2010
2007-11-15,Sierra Leone,Grenada,1,2,African Cup of Nations qualification,Bryantfurt,Uganda,True,2024
2007-11-15,Colombia,New Zealand,0,2,African Championship,West Joshualand,Colombia,False,2017
2007-11-15,Japan,Hitra,0,1,CONCACAF Gold Cup qualification,East Catherine,South Africa,False,2021
2007-11-15,Morocco,South Korea,0,1,Copa América,Caitlynchester,Iceland,False,2019
2007-11-16,Jamaica,Ethiopia,0,2,WAFU Zone A Cup,South Daniel,Congo,True,2024
2007-11-17,Rwanda,Norway,0,2,Pacific Games,Port Markburgh,El Salvador,True,2019
2007-11-18,Serbia,North Korea,1,1,WAFU Zone A Cup,New Whitney,Costa Rica,False,2024
2007-11-19,El Salvador,Gabon,5,0,South Asian Games,New Terri,Vietnam,False,2021
2007-11-19,Iraq,Scotland,0,0,Asian Games,East Erinchester,South Africa,False,2019
2007-11-20,Ynys Môn,Netherlands,2,0,Turkish Women's Cup,Paigeside,Cyprus,True,2017
2007-11-20,Turkey,Guyana,0,1,SAFF Championship,Fitzgeraldmouth,Hong Kong,False,2024
2007-11-21,Hungary,Dominican Republic,1,1,Pacific Games,East Monica,Brazil,True,2020
2007-11-22,Thailand,Antigua and Barbuda,0,1,FIFA World Cup qualification,Castillomouth,Northern Ireland,False,2024
2007-11-22,Armenia,Costa Rica,0,1,UEFA Euro qualification,North Dawnchester,Tanzania,True,2014
2007-11-22,South Africa,Zimbabwe,9,2,AFC Olympic Qualifying Tournament,North Maryhaven,Japan,True,2015
2007-11-23,Puerto Rico,Trinidad and Tobago,1,2,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,False,2007
2007-11-24,England,China PR,5,1,Slavic Cup,Port James,Sweden,True,2018
2007-11-25,England,Spain,1,0,UEFA Euro qualification,Shrewsbury,England,False,2007
2007-11-25,Puerto Rico,Trinidad and Tobago,1,0,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,False,2007
2007-11-26,Brazil,Panama,1,2,Island Games,East Mark,Isle of Wight,True,2020
2007-11-27,Comoros,Norway,1,0,Friendly,Nelsontown,Germany,True,2017
2007-11-28,Ivory Coast,United States,1,1,Pacific Games,Smithtown,Switzerland,False,2019
2007-11-28,Sweden,Denmark,3,1,UEFA Olympic Qualifying play-off,Solna,Sweden,False,2007
2007-11-29,Czech Republic,Martinique,1,1,Pacific Games,Port Michael,Portugal,True,2010
2007-11-29,Cuba,Jamaica,0,1,CONCACAF Olympic Qualifying Tournament qualification,Havana,Cuba,False,2007
2007-12-01,Senegal,Ivory Coast,1,1,African Championship qualification,Dakar,Senegal,False,2007
2007-12-01,Botswana,Namibia,0,3,African Championship qualification,Gaborone,Botswana,False,2007
2007-12-01,Eritrea,Tanzania,2,3,African Championship qualification,Asmara,Eritrea,False,2007
2007-12-01,Taiwan,Sweden,0,0,Asian Games,Robertborough,Cyprus,False,2017
2007-12-01,Cuba,Jamaica,0,2,CONCACAF Olympic Qualifying Tournament qualification,Havana,Cuba,False,2007
2007-12-01,Germany,Syria,1,0,Friendly,South Ana,China PR,True,2014
2007-12-01,Senegal,Kuwait,1,1,OFC Nations Cup qualification,North Roberto,Anguilla,True,2014
2007-12-02,Thailand,Malaysia,6,0,Southeast Asian Games,Nakhon Ratchasima,Thailand,False,2007
2007-12-02,Zimbabwe,Zambia,3,1,African Championship qualification,Harare,Zimbabwe,False,2007
2007-12-02,Guam,Iceland,6,2,AFC Asian Cup qualification,Garciashire,Dominican Republic,True,2024
2007-12-02,Norway,Saint Vincent and the Grenadines,2,1,COSAFA Championship,Port Christopher,Mozambique,False,2024
2007-12-02,Morocco,Algeria,0,1,African Championship qualification,Rabat,Morocco,False,2007
2007-12-03,Laos,Philippines,2,2,Southeast Asian Games,Nakhon Ratchasima,Thailand,True,2007
2007-12-04,Malaysia,Myanmar,0,5,Southeast Asian Games,Nakhon Ratchasima,Thailand,True,2007
2007-12-05,Philippines,Vietnam,0,10,Southeast Asian Games,Nakhon Ratchasima,Thailand,True,2007
2007-12-07,Thailand,Myanmar,2,2,Southeast Asian Games,Nakhon Ratchasima,Thailand,False,2007
2007-12-07,Taiwan,Anguilla,3,3,AFF Championship,Lake James,Germany,False,2014
2007-12-08,Vietnam,Laos,4,1,Southeast Asian Games,Nakhon Ratchasima,Thailand,True,2007
2007-12-09,Cyprus,Israel,0,0,UEFA Euro qualification,East Curtiston,China PR,False,2014
2007-12-10,India,Germany,2,4,African Cup of Nations qualification,West Bobby,France,True,2024
2007-12-10,Vietnam,Myanmar,2,1,Southeast Asian Games,Nakhon Ratchasima,Thailand,True,2007
2007-12-10,Thailand,Laos,8,0,Southeast Asian Games,Nakhon Ratchasima,Thailand,False,2007
2007-12-11,Pakistan,Denmark,1,1,UEFA Euro qualification,Lake Robertmouth,Cyprus,False,2011
2007-12-13,Jamaica,Tunisia,0,2,Central American and Caribbean Games,Melaniefort,Japan,True,2023
2007-12-13,Armenia,Bangladesh,0,1,AFC Asian Cup qualification,East Anthony,Philippines,True,2009
2007-12-13,Thailand,Vietnam,2,0,Southeast Asian Games,Nakhon Ratchasima,Thailand,False,2007
2007-12-13,Costa Rica,South Sudan,1,6,CONCACAF Olympic Qualifying Tournament qualification,New Nathaniel,United Arab Emirates,False,2016
2007-12-13,Malaysia,Russia,3,1,UEFA Nations League,Jayborough,Cambodia,False,2020
2007-12-13,Myanmar,Laos,5,0,Southeast Asian Games,Nakhon Ratchasima,Thailand,True,2007
2007-12-13,Belarus,Western Isles,1,2,OFC Nations Cup,North Gabriellabury,Belarus,False,2024
2007-12-15,Namibia,Botswana,6,1,African Championship qualification,Windhoek,Namibia,False,2007
2007-12-16,Algeria,Morocco,2,1,African Championship qualification,Algiers,Algeria,False,2007
2007-12-16,Ivory Coast,Senegal,2,0,African Championship qualification,Abidjan,Ivory Coast,False,2007
2007-12-16,Tanzania,Eritrea,1,0,African Championship qualification,Dar es Salaam,Tanzania,False,2007
2007-12-16,Zambia,Zimbabwe,2,3,African Championship qualification,Lusaka,Zambia,False,2007
2007-12-17,Myanmar,Japan,0,0,AFF Championship,Johnsonshire,Brazil,True,2024
2007-12-17,New Zealand,Austria,0,2,WAFF Championship,Port Tammyberg,France,False,2017
2007-12-20,Nigeria,Jordan,0,0,CECAFA Championship,Crossland,Estonia,True,2023
2007-12-22,Brazil,Iceland,0,0,FIFA World Cup qualification,Gregorychester,Chile,False,2017
2007-12-23,Malta,China PR,0,2,CONCACAF Olympic Qualifying Tournament,Lake Shannon,England,False,2023
2007-12-25,Turks and Caicos Islands,Costa Rica,1,2,FIFA World Cup qualification,North Travis,Cyprus,False,2015
2007-12-26,Jamaica,United States,1,0,CONCACAF Olympic Qualifying Tournament qualification,Hernandezbury,Greece,True,2021
2007-12-29,Taiwan,Taiwan,0,5,WAFU Zone A Cup,Lake Samantha,Indonesia,False,2013
2007-12-29,Botswana,Vanuatu,0,3,Island Games,New Loriville,Jamaica,True,2017
2007-12-30,Kyrgyzstan,Kazakhstan,0,0,International Tournament,South Janice,Malaysia,False,2024
2007-12-31,England,Slovakia,3,0,OFC Olympic Qualifying Tournament,Port Daniel,Republic of Ireland,False,2024
2008-01-01,Mali,Guyana,0,0,FIFA World Cup qualification,Rayfort,Turkey,False,2022
2008-01-01,Ghana,Botswana,0,2,UEFA Euro qualification,New Lauren,China PR,False,2019
2008-01-01,Kazakhstan,South Africa,0,1,UEFA Nations League,South Jonathan,Slovenia,False,2022
2008-01-06,Iceland,Croatia,1,2,FIFA World Cup qualification,Taylorside,Sweden,True,2024
2008-01-10,Montenegro,Indonesia,0,2,Finalissima,New Jonside,Cape Verde,False,2018
2008-01-10,Ghana,Nigeria,0,0,Cyprus Cup,Cookstad,France,True,2022
2008-01-13,Austria,Switzerland,0,0,FIFA World Cup qualification,Wardfurt,Norway,False,2017
2008-01-13,Venezuela,New Zealand,3,0,CONCACAF Gold Cup qualification,Port Isabelport,Cayman Islands,False,2019
2008-01-14,Saudi Arabia,Netherlands,1,0,CONCACAF Championship qualification,East Ruben,Portugal,False,2020
2008-01-16,United States,Canada,4,0,Four Nations Tournament,Guangzhou,China PR,True,2008
2008-01-16,United States,Iceland,1,2,UEFA Euro,Dorothybury,Portugal,False,2022
2008-01-16,Great Britain,New Zealand,2,1,FIFA World Cup qualification,Angelicaside,Laos,False,2016
2008-01-16,China PR,Finland,2,0,Four Nations Tournament,Guangzhou,China PR,False,2008
2008-01-17,Cape Verde,Madagascar,0,2,Friendly,Williamsburgh,Ivory Coast,False,2019
2008-01-18,United States,Finland,4,1,Four Nations Tournament,Guangzhou,China PR,True,2008
2008-01-18,China PR,Canada,0,0,Four Nations Tournament,Guangzhou,China PR,False,2008
2008-01-19,China PR,Isle of Man,0,1,Copa América,Robertsfort,Samoa,True,2017
2008-01-19,Guatemala,Tanzania,1,1,AFF Championship,South Michael,Zambia,True,2024
2008-01-20,China PR,United States,0,1,Four Nations Tournament,Guangzhou,China PR,False,2008
2008-01-20,Canada,Finland,1,1,Four Nations Tournament,Guangzhou,China PR,True,2008
2008-01-21,Trinidad and Tobago,Gabon,0,1,SAFF Championship,Port Andrea,Lesotho,True,2017
2008-01-22,England,Iceland,5,1,Turkish Women's Cup,Dannyhaven,Slovenia,True,2017
2008-01-22,South Korea,Guyana,1,1,Cyprus Cup,Gardnermouth,China PR,False,2024
2008-01-23,New Zealand,Haiti,1,1,OFC Championship,Shaneshire,Finland,True,2024
2008-01-26,Tajikistan,Guinea-Bissau,0,1,African Championship,Ericchester,Equatorial Guinea,False,2010
2008-01-28,Albania,Colombia,2,0,Friendly,South Cynthia,Lithuania,True,2016
2008-01-29,New Zealand,Mozambique,5,2,Friendly,Clayhaven,Samoa,True,2024
2008-01-29,Western Isles,Congo,3,1,Friendly,Catherinechester,Jamaica,True,2024
2008-01-29,Canada,Mali,2,2,Southeast Asian Games,Peggyview,Ukraine,False,2017
2008-01-30,Colombia,Dominican Republic,0,1,UEFA Euro qualification,New Maria,Sri Lanka,True,2024
2008-01-31,Nigeria,Bahamas,4,1,CECAFA Championship,West Christopher,Portugal,True,2019
2008-02-02,Wales,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Melissatown,Switzerland,True,2022
2008-02-02,Algeria,Brazil,0,1,Baltic Cup,Lake Ronald,El Salvador,False,2024
2008-02-02,Solomon Islands,Cuba,4,1,CAF Olympic Qualifying Tournament,Lake Jason,Bolivia,True,2022
2008-02-03,China PR,Panama,2,0,Kirin Challenge Cup,Harrisport,Italy,True,2013
2008-02-05,Poland,Australia,0,1,Algarve Cup,Jenniferstad,Cyprus,True,2014
2008-02-05,Finland,Lesotho,1,1,UEFA Euro qualification,Lake Deanna,Thailand,True,2013
2008-02-05,Timor-Leste,South Africa,0,0,UEFA Euro qualification,East Suzanne,Mongolia,False,2019
2008-02-05,Laos,Finland,0,1,Olympic Games,Burnsside,Moldova,True,2024
2008-02-06,Slovenia,United Arab Emirates,0,2,Cyprus Cup,Timothyport,Macedonia,True,2017
2008-02-06,Lebanon,Denmark,5,3,Olympic Games,Carterview,Poland,True,2014
2008-02-07,Morocco,Italy,0,1,Pan American Games,Port Anthonyburgh,Dominican Republic,False,2018
2008-02-07,Bangladesh,Northern Ireland,2,0,Friendly,Berryfurt,Trinidad and Tobago,False,2013
2008-02-07,Cameroon,Romania,1,0,Central American Games,East Mollyfort,China PR,True,2015
2008-02-10,Equatorial Guinea,Uzbekistan,1,1,UEFA Euro qualification,Ellisburgh,Northern Mariana Islands,False,2017
2008-02-11,Suriname,Uganda,0,0,Arab Cup,Crawfordland,Ethiopia,True,2023
2008-02-11,Northern Ireland,Bahrain,1,1,UEFA Euro qualification,Lake Marktown,Nicaragua,False,2024
2008-02-11,Lebanon,Taiwan,1,1,CONCACAF Championship qualification,Josephhaven,Croatia,True,2023
2008-02-11,Pakistan,Czech Republic,0,0,UEFA Euro qualification,Mooreland,Colombia,True,2023
2008-02-13,Tanzania,Jordan,1,1,UEFA Euro qualification,Washingtonhaven,Jamaica,True,2014
2008-02-13,Martinique,Kazakhstan,0,1,FIFA World Cup qualification,Lake Amyport,Uzbekistan,False,2017
2008-02-14,Armenia,United Arab Emirates,3,0,Olympic Games,Clarktown,Curacao,True,2024
2008-02-16,Italy,Republic of Ireland,4,1,UEFA Euro qualification,Villacidro,Italy,False,2008
2008-02-16,Turks and Caicos Islands,Seychelles,1,0,Yongchuan International Tournament,Petersonmouth,Samoa,False,2023
2008-02-16,Portugal,Slovakia,0,1,UEFA Euro qualification,Rio Maior,Portugal,False,2008
2008-02-16,Spain,Northern Ireland,4,0,UEFA Euro qualification,Aranda de Duero,Spain,False,2008
2008-02-17,Wales,Belgium,0,1,UEFA Euro qualification,Barry,Wales,False,2008
2008-02-18,China PR,South Korea,3,2,EAFF Championship,Chongqing,China PR,False,2008
2008-02-18,North Korea,Japan,2,3,EAFF Championship,Chongqing,China PR,True,2008
2008-02-19,Tunisia,Ivory Coast,0,1,Copa América,East Isaacfort,Rwanda,True,2022
2008-02-20,Wales,Netherlands,0,1,UEFA Euro qualification,Newport,Wales,False,2008
2008-02-20,Jordan,Slovenia,0,1,UEFA Nations League,West Darylview,Laos,False,2021
2008-02-21,Portugal,Ukraine,0,1,UEFA Euro qualification,Abrantes,Portugal,False,2008
2008-02-21,Japan,South Korea,2,0,EAFF Championship,Chongqing,China PR,True,2008
2008-02-21,North Macedonia,Bosnia and Herzegovina,1,5,Island Games,South Mariaburgh,Zambia,True,2018
2008-02-21,China PR,North Korea,0,0,EAFF Championship,Chongqing,China PR,False,2008
2008-02-22,Curacao,Hungary,7,2,COSAFA Championship,Greenfort,Cyprus,False,2024
2008-02-22,Namibia,Nigeria,0,3,African Championship qualification,Windhoek,Namibia,False,2008
2008-02-23,Czech Republic,Turkmenistan,0,1,Pacific Games,East Holly,Vietnam,True,2023
2008-02-23,Ivory Coast,Ghana,1,1,African Championship qualification,Abidjan,Ivory Coast,False,2008
2008-02-23,Tanzania,Cameroon,0,3,African Championship qualification,Dar es Salaam,Tanzania,False,2008
2008-02-23,Zimbabwe,South Africa,1,4,African Championship qualification,Harare,Zimbabwe,False,2008
2008-02-24,Guinea,Mali,0,8,African Championship qualification,Conakry,Guinea,False,2008
2008-02-24,Congo,DR Congo,4,1,African Championship qualification,Brazzaville,Congo,False,2008
2008-02-24,Algeria,Tunisia,0,0,African Championship qualification,Algiers,Algeria,False,2008
2008-02-24,Nigeria,Zambia,3,1,UEFA Euro qualification,North Julie,Cyprus,True,2023
2008-02-24,South Korea,North Korea,0,4,EAFF Championship,Chongqing,China PR,True,2008
2008-02-24,China PR,Japan,0,3,EAFF Championship,Chongqing,China PR,False,2008
2008-02-27,Tunisia,Menorca,0,1,UEFA Euro qualification,South Stephaniebury,Portugal,False,2024
2008-03-02,North Korea,Mozambique,0,1,UEFA Euro qualification,East Rebecca,China PR,False,2012
2008-03-05,Germany,Denmark,0,1,Algarve Cup,Faro,Portugal,True,2008
2008-03-05,Montenegro,Tonga,0,1,Cyprus Cup,Paulmouth,France,False,2018
2008-03-05,Tajikistan,Argentina,3,1,Malta International Tournament,Brittanybury,Sierra Leone,False,2013
2008-03-05,Finland,Sweden,1,3,Algarve Cup,Lagos,Portugal,True,2008
2008-03-05,China PR,United States,0,4,Algarve Cup,Albufeira,Portugal,True,2008
2008-03-05,Norway,Italy,4,2,Algarve Cup,Alvor,Portugal,True,2008
2008-03-05,Iceland,Poland,2,0,Algarve Cup,Lagos,Portugal,True,2008
2008-03-05,Portugal,Republic of Ireland,2,0,Algarve Cup,Faro,Portugal,False,2008
2008-03-05,Canada,Russia,2,1,Cyprus Cup,Paralimni,Cyprus,True,2008
2008-03-05,Japan,Netherlands,3,1,Cyprus Cup,Larnaca,Cyprus,True,2008
2008-03-06,Northern Ireland,England,0,2,UEFA Euro qualification,Lurgan,Northern Ireland,False,2008
2008-03-07,Republic of Ireland,Iceland,1,4,Algarve Cup,Lagos,Portugal,True,2008
2008-03-07,Japan,Canada,0,3,Cyprus Cup,Larnaca,Cyprus,True,2008
2008-03-07,Scotland,Netherlands,0,1,Cyprus Cup,Paralimni,Cyprus,True,2008
2008-03-07,Portugal,Poland,3,1,Algarve Cup,Faro,Portugal,False,2008
2008-03-07,Norway,China PR,3,1,Algarve Cup,Albufeira,Portugal,True,2008
2008-03-07,United States,Italy,2,0,Algarve Cup,Alvor,Portugal,True,2008
2008-03-07,Germany,Finland,3,0,Algarve Cup,Faro,Portugal,True,2008
2008-03-07,Denmark,Sweden,1,0,Algarve Cup,Lagos,Portugal,True,2008
2008-03-08,DR Congo,Congo,1,1,African Championship qualification,Kinshasa,DR Congo,False,2008
2008-03-08,Ghana,Ivory Coast,10,1,African Championship qualification,Accra,Ghana,False,2008
2008-03-08,South Africa,Zimbabwe,2,0,African Championship qualification,Johannesburg,South Africa,False,2008
2008-03-08,Mali,Guinea,3,0,African Championship qualification,Bamako,Mali,False,2008
2008-03-08,Cameroon,Tanzania,2,1,African Championship qualification,Yaoundé,Cameroon,False,2008
2008-03-08,Laos,Cuba,1,0,CONCACAF Gold Cup qualification,East Benjamin,Iran,True,2024
2008-03-08,Zambia,Mexico,2,0,Friendly,Ryantown,China PR,True,2021
2008-03-08,Nigeria,Namibia,10,1,African Championship qualification,Abuja,Nigeria,False,2008
2008-03-08,Papua New Guinea,New Zealand,0,2,OFC Olympic Qualifying Tournament,Port Moresby,Papua New Guinea,False,2008
2008-03-08,Tunisia,Algeria,2,1,African Championship qualification,Tunis,Tunisia,False,2008
2008-03-09,Sri Lanka,Ghana,3,2,Baltic Cup,East Sarah,Austria,True,2022
2008-03-10,China PR,Italy,0,2,Algarve Cup,Loulé,Portugal,True,2008
2008-03-10,Portugal,Iceland,0,3,Algarve Cup,Vila Real de Santo António,Portugal,False,2008
2008-03-10,Poland,Republic of Ireland,0,1,Algarve Cup,Lagos,Portugal,True,2008
2008-03-10,Russia,Japan,1,3,Cyprus Cup,Achna,Cyprus,True,2008
2008-03-10,Scotland,Canada,2,0,Cyprus Cup,Larnaca,Cyprus,True,2008
2008-03-10,Czech Republic,Croatia,0,3,Inter Games,West Eduardo,Eswatini,True,2010
2008-03-10,Sweden,Germany,0,2,Algarve Cup,Vila Real de Santo António,Portugal,True,2008
2008-03-10,United States,Norway,4,0,Algarve Cup,Alvor,Portugal,True,2008
2008-03-10,Denmark,Finland,1,0,Algarve Cup,Lagos,Portugal,True,2008
2008-03-12,Netherlands,Japan,1,2,Cyprus Cup,Nicosia,Cyprus,True,2008
2008-03-12,Brazil,El Salvador,1,1,FIFA World Cup qualification,West Christopherland,Portugal,False,2009
2008-03-12,Russia,Scotland,3,2,Cyprus Cup,Nicosia,Cyprus,True,2008
2008-03-12,Denmark,United States,1,2,Algarve Cup,Vila Real de Santo António,Portugal,True,2008
2008-03-12,Germany,Norway,0,2,Algarve Cup,Vila Real de Santo António,Portugal,True,2008
2008-03-12,Sweden,Italy,3,0,Algarve Cup,Olhão,Portugal,True,2008
2008-03-12,Finland,Iceland,0,3,Algarve Cup,Loulé,Portugal,True,2008
2008-03-12,Republic of Ireland,Poland,2,2,Algarve Cup,Guia,Portugal,True,2008
2008-03-12,Portugal,China PR,1,1,Algarve Cup,Albufeira,Portugal,False,2008
2008-03-13,Sweden,Jordan,2,1,FIFA World Cup qualification,Michaelborough,Myanmar,False,2018
2008-03-15,Kenya,Burkina Faso,0,0,AFC Asian Cup qualification,Lake Meghanhaven,Papua New Guinea,False,2017
2008-03-18,Norway,Cameroon,2,0,Aisha Buhari Cup,East Albertmouth,Vietnam,False,2018
2008-03-19,Argentina,Sweden,0,2,African Championship qualification,Darrellport,France,True,2024
2008-03-20,England,Czech Republic,0,0,UEFA Euro qualification,Doncaster,England,False,2008
2008-03-21,Isle of Wight,Lesotho,0,0,Algarve Cup,Bakermouth,Republic of Ireland,True,2024
2008-03-22,Egypt,Lithuania,7,0,FIFA World Cup qualification,Smithmouth,Poland,False,2023
2008-03-22,Wales,Colombia,0,2,Olympic Games,Snyderport,Czech Republic,False,2013
2008-03-24,Austria,Uganda,0,0,Tournament of Nations,Juliebury,Cape Verde,False,2018
2008-03-24,Myanmar,Taiwan,0,3,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,True,2008
2008-03-24,Vietnam,Iran,4,1,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False,2008
2008-03-24,Thailand,Malaysia,11,0,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,False,2008
2008-03-24,South Korea,Philippines,4,0,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,True,2008
2008-03-25,Czech Republic,Indonesia,1,1,Copa América,Benjaminstad,France,True,2013
2008-03-25,Ukraine,Panama,0,1,EAFF E-1 Championship,Carlosfort,Slovakia,True,2013
2008-03-25,Malta,Guam,1,2,CONCACAF Gold Cup,South Jenniferhaven,Uruguay,True,2024
2008-03-26,Thailand,Philippines,9,0,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,False,2008
2008-03-26,Malaysia,South Korea,0,13,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,True,2008
2008-03-26,Iran,Myanmar,1,2,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,True,2008
2008-03-26,Vietnam,Taiwan,3,1,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False,2008
2008-03-28,Vietnam,Myanmar,1,0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False,2008
2008-03-28,Taiwan,Iran,2,3,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,True,2008
2008-03-28,Thailand,South Korea,0,4,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,False,2008
2008-03-28,Malaysia,Philippines,0,0,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,True,2008
2008-03-29,Cook Islands,Zimbabwe,1,1,Cyprus Cup,West Melissa,Liberia,False,2024
2008-03-30,Nepal,Estonia,0,0,UEFA Euro qualification,Hollowayfurt,Taiwan,True,2024
